0.872877, 0.749342, -0.257148, 382,7  11 
1.124664, 1.155133, -0.245244, 349,8  9 
1.088298, 1.114565, -0.252133, 349,8  10 
1.134104, 1.174920, -0.238012, 349,8  11 
1.167488, 0.906414, -0.159255, 251,9  10 
1.082028, 0.804804, -0.157822, 352,9  11 
1.097046, 0.828951, -0.162522, 251,10  11 
1.077840, 0.906272, -0.179027, 191,1  2  3 
1.351002, 1.423223, -0.204674, 344,1  2  4 
1.186707, 1.191890, -0.281714, 349,1  2  5 
1.034546, 0.885274, -0.202593, 348,1  2  6 
1.131902, 1.192095, -0.172543, 128,1  2  7 
1.148848, 1.205864, -0.294097, 304,1  2  8 
1.215652, 1.123676, -0.187596, 153,1  2  9 
1.124535, 1.027766, -0.174533, 220,1   2  10 
1.230918, 1.163233, -0.184091, 349,1   2  11 
1.266122, 1.253518, -0.192989, 351,1  3  4 
1.592272, 1.875417, -0.191364, 220,1  3  5 
0.904087, 0.748092, -0.222567, 349,1  3  6 
1.206081, 1.285183, -0.159644, 219,1  3  7 
1.299585, 1.366125, -0.213156, 304,1  3  8 
1.215092, 1.096961, -0.170774, 220,1  3  9 
1.153509, 1.040160, -0.162404, 220,1   3  10 
1.105950, 0.974185, -0.168290, 220,1   3  11 
1.805048, 2.488385, -0.194772, 220,1  4  5 
1.224965, 1.221471, -0.214109, 349,1  4  6 
1.261152, 1.444573, -0.217303, 351,1  4  7 
1.304846, 1.514752, -0.243628, 304,1  4  8 
1.406761, 1.482323, -0.147546, 220,1  4  9 
1.377184, 1.429959, -0.151821, 220,1   4  10 
1.300977, 1.287327, -0.150961, 220,1   4  11 
1.503586, 1.747239, -0.224216, 158,1  5  6 
1.495461, 2.117655, -0.272201, 220,1  5  7 
1.243140, 1.311873, -0.211475, 349,1  5  8 
1.542063, 1.815504, -0.194772, 220,1  5  9 
1.560184, 1.889775, -0.194772, 220,1   5  10 
1.572221, 1.893928, -0.194772, 220,1   5  11 
1.105450, 1.176803, -0.264535, 349,1  6  7 
1.016386, 1.003986, -0.236236, 349,1  6  8 
1.078919, 0.952688, -0.189293, 176,1  6  9 
1.136090, 1.034172, -0.186292, 220,1   6  10 
1.162452, 1.061991, -0.186292, 220,1   6  11 
1.089451, 1.296348, -0.293931, 349,1  7  8 
1.337138, 1.496522, -0.190155, 220,1  7  9 
1.255393, 1.366603, -0.187977, 220,1   7  10 
1.226463, 1.316873, -0.192831, 220,1   7  11 
1.132130, 1.175540, -0.223232, 304,1  8  9 
1.126249, 1.184187, -0.217061, 304,1   8  10 
1.148776, 1.208691, -0.228885, 304,1   8  11 
1.304499, 1.204987, -0.125797, 220,1   9  10 
1.373095, 1.276860, -0.135121, 220,1   9  11 
1.308462, 1.176539, -0.135918, 220,1  10  11 
0.871287, 0.687614, -0.397489, 378,2  3  4 
1.062586, 0.973339, -0.266595, 349,2  3  5 
1.009667, 0.727518, -0.252638, 349,2  3  6 
0.899515, 0.791685, -0.295625, 385,2  3  7 
1.557394, 1.776489, -0.221625, 304,2  3  8 
0.786424, 0.570942, -0.303506, 352,2  3  9 
0.889085, 0.663152, -0.279302, 349,2   3  10 
0.742212, 0.528278, -0.330349, 382,2   3  11 
1.389800, 1.627220, -0.282058, 349,2  4  5 
1.143669, 0.961131, -0.262405, 349,2  4  6 
0.994950, 0.947116, -0.366283, 378,2  4  7 
1.313473, 1.570425, -0.297556, 304,2  4  8 
1.054450, 0.915659, -0.313462, 378,2  4  9 
1.110727, 0.965983, -0.297358, 378,2   4  10 
0.858293, 0.677145, -0.351095, 378,2   4  11 
1.289821, 1.358334, -0.238327, 349,2  5  6 
1.182490, 1.416695, -0.268532, 349,2  5  7 
1.110548, 1.117407, -0.283459, 304,2  5  8 
1.065595, 1.040651, -0.294689, 349,2  5  9 
1.020648, 0.996644, -0.312921, 349,2   5  10 
1.082978, 1.078181, -0.297215, 349,2   5  11 
1.124738, 1.081803, -0.213977, 349,2  6  7 
1.286029, 1.428862, -0.289796, 304,2  6  8 
0.833854, 0.622105, -0.282810, 349,2  6  9 
0.940989, 0.717497, -0.276411, 349,2   6  10 
0.979195, 0.750426, -0.248643, 349,2   6  11 
1.219106, 1.558373, -0.317127, 304,2  7  8 
1.003839, 0.924515, -0.270666, 352,2  7  9 
1.100721, 1.049951, -0.208994, 349,2   7  10 
0.940941, 0.841393, -0.300105, 382,2   7  11 
1.125917, 1.188355, -0.331888, 304,2  8  9 
1.115110, 1.189964, -0.339558, 304,2   8  10 
1.193009, 1.308710, -0.314759, 304,2   8  11 
0.928261, 0.718318, -0.248116, 352,2   9  10 
0.925511, 0.707615, -0.276033, 352,2   9  11 
0.991424, 0.755018, -0.260579, 349,2  10  11 
1.576829, 2.006543, -0.224879, 239,3  4  5 
1.015026, 0.832629, -0.313996, 349,3  4  6 
1.091370, 1.047159, -0.292127, 378,3  4  7 
1.268601, 1.406822, -0.262398, 304,3  4  8 
1.093525, 0.944667, -0.256180, 352,3  4  9 
1.060380, 0.878603, -0.293805, 352,3   4  10 
0.759309, 0.569111, -0.309460, 378,3   4  11 
1.440772, 1.672860, -0.229859, 349,3  5  6 
1.507545, 2.121859, -0.230546, 239,3  5  7 
1.383307, 1.460292, -0.196959, 239,3  5  8 
1.340341, 1.474872, -0.253471, 239,3  5  9 
1.320805, 1.464869, -0.236826, 349,3   5  10 
1.336098, 1.477378, -0.255941, 239,3   5  11 
1.020140, 0.949272, -0.260986, 349,3  6  7 
1.198946, 1.250196, -0.252837, 349,3  6  8 
0.686564, 0.504687, -0.309537, 349,3  6  9 
0.708406, 0.512056, -0.340695, 349,3   6  10 
0.617234, 0.438300, -0.322294, 349,3   6  11 
1.286538, 1.622234, -0.266138, 304,3  7  8 
1.156806, 1.103669, -0.210906, 352,3  7  9 
1.187779, 1.131095, -0.203577, 349,3   7  10 
0.861989, 0.726899, -0.293607, 382,3   7  11 
1.097800, 1.091252, -0.297201, 304,3  8  9 
1.116788, 1.133706, -0.281790, 304,3   8  10 
1.134559, 1.151774, -0.277180, 239,3   8  11 
0.876689, 0.652816, -0.247280, 352,3   9  10 
0.808600, 0.586595, -0.248421, 352,3   9  11 
0.802714, 0.561544, -0.267830, 349,3  10  11 
1.693156, 2.263349, -0.239879, 237,4  5  6 
1.555392, 2.246278, -0.266104, 239,4  5  7 
1.476922, 1.844545, -0.255771, 349,4  5  8 
1.721606, 2.306763, -0.209906, 239,4  5  9 
1.631539, 2.101520, -0.221990, 239,4   5  10 
1.622323, 2.040518, -0.222967, 239,4   5  11 
1.141302, 1.187655, -0.310356, 349,4  6  7 
1.320361, 1.551082, -0.282752, 349,4  6  8 
1.073139, 0.942008, -0.268852, 349,4  6  9 
0.948000, 0.789720, -0.324808, 349,4   6  10 
1.045020, 0.871381, -0.262276, 349,4   6  11 
1.164073, 1.429067, -0.320946, 349,4  7  8 
1.093155, 1.102280, -0.277365, 352,4  7  9 
1.081060, 1.094852, -0.256932, 352,4   7  10 
1.014422, 0.984116, -0.275104, 362,4   7  11 
1.280906, 1.471290, -0.247119, 349,4  8  9 
1.227112, 1.371998, -0.261277, 349,4   8  10 
1.242323, 1.377373, -0.238138, 349,4   8  11 
1.245783, 1.115667, -0.203717, 352,4   9  10 
1.063895, 0.880863, -0.228241, 352,4   9  11 
1.019150, 0.836753, -0.220351, 352,4  10  11 
1.398430, 1.904373, -0.292939, 349,5  6  7 
1.326716, 1.491934, -0.259321, 349,5  6  8 
1.431552, 1.637176, -0.238796, 239,5  6  9 
1.440447, 1.672250, -0.239879, 239,5   6  10 
1.484507, 1.745927, -0.237513, 239,5   6  11 
1.088662, 1.300177, -0.302706, 349,5  7  8 
1.459775, 1.991338, -0.266104, 239,5  7  9 
1.383455, 1.827314, -0.266104, 239,5   7  10 
1.376752, 1.807436, -0.266104, 239,5   7  11 
1.210972, 1.296054, -0.232365, 349,5  8  9 
1.151747, 1.221437, -0.257690, 349,5   8  10 
1.187063, 1.266750, -0.247154, 349,5   8  11 
1.402174, 1.590916, -0.209906, 239,5   9  10 
1.470032, 1.693386, -0.211535, 239,5   9  11 
1.378270, 1.516953, -0.224826, 239,5  10  11 
0.838418, 0.619379, -0.306822, 349,6  10  11 
0.980779, 0.768570, -0.250162, 349,6   9  11 
1.073960, 0.867068, -0.227389, 349,6   9  10 
1.157519, 1.229734, -0.290681, 349,6   8  11 
1.075415, 1.106037, -0.305110, 349,6   8  10 
1.084415, 1.110482, -0.287697, 349,6  8  9 
0.914723, 0.830997, -0.280224, 349,6   7  11 
0.980807, 0.927749, -0.293005, 349,6   7  10 
1.005643, 0.965181, -0.297932, 349,6  7  9 
1.094982, 1.311551, -0.358014, 349,6  7  8 
1.085559, 1.035259, -0.199802, 349,7  10  11 
1.075629, 1.005910, -0.208294, 352,7   9  11 
1.144980, 1.100511, -0.195299, 352,7   9  10 
1.073475, 1.243848, -0.325525, 349,7   8  11 
1.077102, 1.252632, -0.324176, 349,7   8  10 
1.161165, 1.404480, -0.306071, 349,7  8  9 
1.065431, 1.083908, -0.249596, 349,8   9  10 
1.132292, 1.173903, -0.252741, 349,8   9  11 
1.052850, 1.046330, -0.263051, 349,8  10  11 
1.173838, 0.884813, -0.160072, 251,9  10  11 
1.088392, 1.097619, -0.253754, 349,8   9  10  11 
1.141232, 1.094771, -0.196573, 352,7   9  10  11 
1.065422, 1.229801, -0.326702, 349,7   8  10  11 
1.126210, 1.337877, -0.308665, 349,7   8   9  11 
1.110647, 1.309936, -0.311220, 349,7   8   9  10 
1.091865, 0.865992, -0.222129, 349,6   9  10  11 
1.055993, 1.066265, -0.313989, 349,6   8  10  11 
1.176831, 1.259244, -0.292915, 349,6   8   9  11 
1.111493, 1.166380, -0.292156, 349,6   8   9  10 
0.981131, 0.925895, -0.304371, 349,6   7  10  11 
1.001909, 0.961022, -0.299137, 349,6   7   9  11 
1.066206, 1.041143, -0.276840, 349,6   7   9  10 
1.100272, 1.304525, -0.360413, 349,6   7   8  11 
1.090362, 1.287727, -0.359134, 349,6   7   8  10 
1.146013, 1.389522, -0.341966, 349,6  7  8  9 
1.432292, 1.609600, -0.210794, 239,5   9  10  11 
1.112836, 1.142440, -0.272150, 349,5   8  10  11 
1.209340, 1.301407, -0.239990, 349,5   8   9  11 
1.140749, 1.206137, -0.254845, 349,5   8   9  10 
1.372884, 1.798959, -0.266104, 239,5   7  10  11 
1.427371, 1.917655, -0.266104, 239,5   7   9  11 
1.434603, 1.935733, -0.266104, 239,5   7   9  10 
1.149635, 1.391090, -0.305313, 349,5   7   8  11 
1.161901, 1.417237, -0.300999, 349,5   7   8  10 
1.246458, 1.581852, -0.285276, 349,5  7  8  9 
1.420137, 1.613315, -0.237513, 239,5   6  10  11 
1.502217, 1.779503, -0.237513, 239,5   6   9  11 
1.438991, 1.680758, -0.238796, 239,5   6   9  10 
1.272249, 1.428152, -0.283965, 349,5   6   8  11 
1.221741, 1.348460, -0.295289, 349,5   6   8  10 
1.206423, 1.310072, -0.271817, 349,5  6  8  9 
1.387742, 1.850836, -0.292939, 349,5   6   7  11 
1.393490, 1.865581, -0.292939, 349,5   6   7  10 
1.446358, 1.983000, -0.292939, 349,5  6  7  9 
1.173659, 1.467984, -0.338775, 349,5  6  7  8 
1.102339, 0.911912, -0.210709, 352,4   9  10  11 
1.145683, 1.208952, -0.256426, 349,4   8  10  11 
1.222731, 1.344244, -0.246023, 349,4   8   9  11 
1.263102, 1.437976, -0.247825, 349,4   8   9  10 
1.080485, 1.095185, -0.265227, 352,4   7  10  11 
1.096230, 1.107874, -0.276076, 352,4   7   9  11 
1.150770, 1.183004, -0.269449, 352,4   7   9  10 
1.194082, 1.487351, -0.320946, 349,4   7   8  11 
1.188406, 1.476345, -0.322131, 349,4   7   8  10 
1.225646, 1.549450, -0.303972, 349,4  7  8  9 
0.883881, 0.701950, -0.317050, 349,4   6  10  11 
1.019487, 0.858686, -0.262730, 349,4   6   9  11 
1.218385, 1.113187, -0.241339, 349,4   6   9  10 
1.232753, 1.384415, -0.276190, 349,4   6   8  11 
1.221292, 1.383398, -0.301134, 349,4   6   8  10 
1.310488, 1.547039, -0.275990, 349,4  6  8  9 
1.123597, 1.160615, -0.307803, 349,4   6   7  11 
1.052303, 1.062372, -0.332530, 349,4   6   7  10 
1.083493, 1.115543, -0.324400, 349,4  6  7  9 
1.177600, 1.471284, -0.356072, 349,4  6  7  8 
1.561485, 1.896759, -0.221002, 239,4   5  10  11 
1.666407, 2.128537, -0.208574, 239,4   5   9  11 
1.697460, 2.252406, -0.209906, 239,4   5   9  10 
1.347111, 1.573815, -0.246111, 349,4   5   8  11 
1.347909, 1.601939, -0.271964, 349,4   5   8  10 
1.435491, 1.774122, -0.233086, 349,4  5  8  9 
1.571780, 2.287490, -0.266104, 239,4   5   7  11 
1.574470, 2.294986, -0.266104, 239,4   5   7  10 
1.617109, 2.403187, -0.266104, 239,4  5  7  9 
1.315122, 1.750903, -0.299512, 349,4  5  7  8 
1.576513, 1.984728, -0.237513, 238,4   5   6  11 
1.583692, 2.038855, -0.239879, 239,4   5   6  10 
1.673953, 2.244878, -0.238796, 232,4  5  6  9 
1.496111, 1.911841, -0.281016, 349,4  5  6  8 
1.521769, 2.201618, -0.292939, 349,4  5  6  7 
0.900815, 0.656593, -0.235551, 352,3   9  10  11 
1.090804, 1.080571, -0.296128, 304,3   8  10  11 
1.107795, 1.111552, -0.290747, 304,3   8   9  11 
1.059118, 1.054404, -0.301793, 304,3   8   9  10 
1.179884, 1.106889, -0.200477, 349,3   7  10  11 
1.124707, 1.059686, -0.207834, 352,3   7   9  11 
1.184581, 1.139324, -0.198341, 352,3   7   9  10 
1.325286, 1.654321, -0.268881, 304,3   7   8  11 
1.307355, 1.626614, -0.267419, 304,3   7   8  10 
1.358686, 1.724120, -0.262182, 304,3  7  8  9 
0.626731, 0.440678, -0.356680, 349,3   6  10  11 
0.751942, 0.564642, -0.305636, 349,3   6   9  11 
0.762471, 0.572906, -0.310161, 349,3   6   9  10 
1.056387, 1.055137, -0.310161, 349,3   6   8  11 
1.054132, 1.055439, -0.306724, 349,3   6   8  10 
0.969648, 0.929966, -0.325076, 349,3  6  8  9 
0.965249, 0.877215, -0.258870, 349,3   6   7  11 
1.071193, 1.009692, -0.263136, 349,3   6   7  10 
1.048108, 1.003091, -0.273248, 349,3  6  7  9 
1.226828, 1.504259, -0.298675, 349,3  6  7  8 
1.284275, 1.378855, -0.258513, 349,3   5  10  11 
1.336643, 1.478239, -0.250554, 239,3   5   9  11 
1.271905, 1.387703, -0.264946, 349,3   5   9  10 
1.269583, 1.366110, -0.248961, 239,3   5   8  11 
1.235423, 1.320688, -0.242069, 349,3   5   8  10 
1.250713, 1.328472, -0.253217, 239,3  5  8  9 
1.516581, 2.078447, -0.233422, 239,3   5   7  11 
1.512111, 2.083481, -0.230074, 239,3   5   7  10 
1.559229, 2.181024, -0.226398, 239,3  5  7  9 
1.371558, 1.799508, -0.231704, 239,3  5  7  8 
1.236768, 1.338746, -0.268331, 349,3   5   6  11 
1.260799, 1.383405, -0.254126, 349,3   5   6  10 
1.217922, 1.302496, -0.263159, 349,3  5  6  9 
1.326104, 1.459023, -0.229802, 349,3  5  6  8 
1.426048, 1.936480, -0.230546, 239,3  5  6  7 
0.940064, 0.730463, -0.295305, 352,3   4  10  11 
1.006047, 0.825973, -0.260447, 352,3   4   9  11 
1.170693, 1.025824, -0.261440, 352,3   4   9  10 
1.122734, 1.163196, -0.259318, 304,3   4   8  11 
1.174326, 1.262301, -0.274190, 304,3   4   8  10 
1.187612, 1.283503, -0.262380, 304,3  4  8  9 
1.079108, 1.027938, -0.270302, 378,3   4   7  11 
1.262051, 1.280603, -0.243224, 352,3   4   7  10 
1.256529, 1.306854, -0.241178, 352,3  4  7  9 
1.293198, 1.614789, -0.261195, 304,3  4  7  8 
0.810648, 0.628782, -0.328793, 349,3   4   6  11 
0.922510, 0.747477, -0.353333, 349,3   4   6  10 
1.024002, 0.886720, -0.296570, 349,3  4  6  9 
1.195366, 1.301170, -0.294220, 349,3  4  6  8 
1.174205, 1.188566, -0.278690, 349,3  4  6  7 
1.414676, 1.664177, -0.236573, 239,3   4   5  11 
1.453146, 1.766806, -0.238476, 349,3   4   5  10 
1.506824, 1.878712, -0.219633, 239,3  4  5  9 
1.480289, 1.804042, -0.220962, 349,3  4  5  8 
1.565835, 2.229343, -0.228477, 239,3  4  5  7 
1.439166, 1.756094, -0.244623, 349,3  4  5  6 
1.025220, 0.795677, -0.243567, 352,2   9  10  11 
1.123020, 1.188935, -0.335254, 304,2   8  10  11 
1.160716, 1.254850, -0.330171, 304,2   8   9  11 
1.115008, 1.192216, -0.336254, 304,2   8   9  10 
1.175076, 1.145884, -0.205915, 349,2   7  10  11 
1.052645, 0.989958, -0.267827, 352,2   7   9  11 
1.067879, 1.008795, -0.237015, 352,2   7   9  10 
1.246595, 1.579474, -0.319679, 304,2   7   8  11 
1.246187, 1.580891, -0.318318, 304,2   7   8  10 
1.286800, 1.659429, -0.313446, 304,2  7  8  9 
0.964482, 0.729364, -0.280655, 349,2   6  10  11 
0.989418, 0.775007, -0.277072, 349,2   6   9  11 
1.004517, 0.793185, -0.253748, 349,2   6   9  10 
1.255481, 1.395638, -0.314979, 304,2   6   8  11 
1.207058, 1.321310, -0.329678, 304,2   6   8  10 
1.145912, 1.207507, -0.325368, 304,2  6  8  9 
1.163580, 1.132342, -0.211727, 349,2   6   7  11 
1.210098, 1.200207, -0.213331, 349,2   6   7  10 
1.091987, 1.048616, -0.271713, 349,2  6  7  9 
1.316729, 1.730496, -0.317127, 304,2  6  7  8 
1.020420, 0.983348, -0.314409, 349,2   5  10  11 
1.103095, 1.104708, -0.292877, 349,2   5   9  11 
1.034518, 1.016748, -0.315873, 349,2   5   9  10 
1.104959, 1.173964, -0.302274, 304,2   5   8  11 
1.045299, 1.086814, -0.323976, 304,2   5   8  10 
1.098906, 1.152230, -0.306037, 304,2  5  8  9 
1.197947, 1.412355, -0.271266, 349,2   5   7  11 
1.192263, 1.405439, -0.266740, 349,2   5   7  10 
1.232901, 1.472627, -0.264589, 349,2  5  7  9 
1.168192, 1.452228, -0.280301, 304,2  5  7  8 
1.188751, 1.218193, -0.247869, 349,2   5   6  11 
1.157035, 1.176445, -0.253438, 349,2   5   6  10 
1.126753, 1.119409, -0.237555, 349,2  5  6  9 
1.235563, 1.346870, -0.289796, 304,2  5  6  8 
1.305548, 1.628437, -0.220928, 349,2  5  6  7 
0.983996, 0.799400, -0.305357, 378,2   4  10  11 
0.977851, 0.810102, -0.307970, 378,2   4   9  11 
1.159588, 1.037086, -0.285727, 352,2   4   9  10 
1.211250, 1.370495, -0.297472, 304,2   4   8  11 
1.247063, 1.457053, -0.309941, 304,2   4   8  10 
1.261043, 1.480836, -0.309552, 304,2  4  8  9 
1.039217, 1.004548, -0.322735, 378,2   4   7  11 
1.185357, 1.210813, -0.256896, 378,2   4   7  10 
1.107046, 1.109836, -0.302840, 378,2  4  7  9 
1.279886, 1.670775, -0.315061, 304,2  4  7  8 
1.048850, 0.859184, -0.255461, 349,2   4   6  11 
1.139691, 0.977730, -0.276411, 349,2   4   6  10 
1.134220, 0.992195, -0.282810, 349,2  4  6  9 
1.425601, 1.757509, -0.296680, 304,2  4  6  8 
1.231848, 1.264165, -0.219826, 349,2  4  6  7 
1.225890, 1.327829, -0.280837, 349,2   4   5  11 
1.280616, 1.441815, -0.281835, 349,2   4   5  10 
1.345533, 1.556647, -0.279757, 349,2  4  5  9 
1.345766, 1.639626, -0.287005, 304,2  4  5  8 
1.355587, 1.745073, -0.269269, 349,2  4  5  7 
1.450694, 1.712432, -0.238875, 349,2  4  5  6 
0.910659, 0.666615, -0.288686, 349,2   3  10  11 
0.862151, 0.640636, -0.298711, 352,2   3   9  11 
0.824779, 0.614323, -0.297886, 352,2   3   9  10 
1.396631, 1.592084, -0.277134, 239,2   3   8  11 
1.363475, 1.547680, -0.274356, 304,2   3   8  10 
1.340176, 1.484653, -0.294109, 304,2  3  8  9 
0.987734, 0.885953, -0.301300, 382,2   3   7  11 
1.129065, 1.072751, -0.233154, 349,2   3   7  10 
1.058420, 0.984472, -0.271912, 352,2  3  7  9 
1.454614, 2.010576, -0.266755, 304,2  3  7  8 
0.947054, 0.710101, -0.267736, 349,2   3   6  11 
0.961980, 0.723111, -0.302761, 349,2   3   6  10 
0.860711, 0.641118, -0.299816, 349,2  3  6  9 
1.580756, 1.884707, -0.236305, 304,2  3  6  8 
1.224859, 1.206288, -0.215320, 349,2  3  6  7 
1.193223, 1.222196, -0.312304, 349,2   3   5  11 
1.174019, 1.206066, -0.299808, 349,2   3   5  10 
1.182294, 1.200231, -0.308821, 349,2  3  5  9 
1.504066, 1.680799, -0.191123, 239,2  3  5  8 
1.334321, 1.700503, -0.275234, 349,2  3  5  7 
1.454327, 1.612878, -0.225772, 349,2  3  5  6 
0.815490, 0.628655, -0.352203, 378,2   3   4  11 
1.050374, 0.880058, -0.322945, 378,2   3   4  10 
1.018188, 0.864204, -0.315152, 378,2  3  4  9 
1.518800, 1.893582, -0.247071, 304,2  3  4  8 
1.017765, 0.963994, -0.382169, 378,2  3  4  7 
1.128481, 0.929073, -0.270442, 349,2  3  4  6 
1.472830, 1.760912, -0.277260, 349,2  3  4  5 
1.348874, 1.228306, -0.135121, 220,1   9  10  11 
1.110898, 1.141744, -0.227043, 304,1   8  10  11 
1.153165, 1.215198, -0.232242, 304,1   8   9  11 
1.096296, 1.140297, -0.219502, 304,1   8   9  10 
1.234745, 1.323374, -0.187977, 220,1   7  10  11 
1.295900, 1.426344, -0.190155, 220,1   7   9  11 
1.261902, 1.369796, -0.187977, 220,1   7   9  10 
1.147109, 1.382206, -0.296570, 349,1   7   8  11 
1.138580, 1.367650, -0.293681, 349,1   7   8  10 
1.205578, 1.495649, -0.293931, 349,1  7  8  9 
1.128128, 1.009705, -0.186292, 220,1   6  10  11 
1.169087, 1.070883, -0.186292, 220,1   6   9  11 
1.101754, 0.997850, -0.186292, 220,1   6   9  10 
1.196999, 1.301499, -0.259551, 349,1   6   8  11 
1.156488, 1.241732, -0.249584, 349,1   6   8  10 
1.067481, 1.093936, -0.256082, 349,1  6  8  9 
1.107087, 1.168432, -0.264535, 349,1   6   7  11 
1.102279, 1.162827, -0.264535, 349,1   6   7  10 
1.135719, 1.213450, -0.264535, 349,1  6  7  9 
1.152968, 1.417510, -0.330454, 349,1  6  7  8 
1.549057, 1.828823, -0.194772, 220,1   5  10  11 
1.573853, 1.896163, -0.194772, 220,1   5   9  11 
1.519120, 1.812408, -0.194772, 220,1   5   9  10 
1.286412, 1.431605, -0.211498, 349,1   5   8  11 
1.286102, 1.444596, -0.204599, 349,1   5   8  10 
1.280722, 1.411980, -0.216451, 349,1  5  8  9 
1.524683, 2.142757, -0.272201, 220,1   5   7  11 
1.512302, 2.116506, -0.272201, 220,1   5   7  10 
1.573282, 2.260987, -0.272201, 220,1  5  7  9 
1.223541, 1.557088, -0.279910, 349,1  5  7  8 
1.621427, 2.023588, -0.224216, 220,1   5   6  11 
1.606526, 2.003504, -0.224216, 158,1   5   6  10 
1.504639, 1.778009, -0.224216, 220,1  5  6  9 
1.222607, 1.316214, -0.244058, 349,1  5  6  8 
1.559359, 2.280828, -0.298813, 349,1  5  6  7 
1.293418, 1.262163, -0.150511, 220,1   4  10  11 
1.336179, 1.336613, -0.149727, 220,1   4   9  11 
1.416259, 1.496099, -0.145060, 220,1   4   9  10 
1.260955, 1.421560, -0.229012, 304,1   4   8  11 
1.293857, 1.504102, -0.225639, 304,1   4   8  10 
1.301771, 1.520401, -0.225162, 304,1  4  8  9 
1.272921, 1.465336, -0.217303, 351,1   4   7  11 
1.265498, 1.449669, -0.217303, 351,1   4   7  10 
1.290891, 1.498108, -0.217303, 351,1  4  7  9 
1.280156, 1.668454, -0.291795, 349,1  4  7  8 
1.198328, 1.169079, -0.206168, 348,1   4   6  11 
1.259812, 1.281752, -0.197346, 345,1   4   6  10 
1.263688, 1.292042, -0.203931, 347,1  4  6  9 
1.300558, 1.527689, -0.261008, 349,1  4  6  8 
1.210103, 1.380725, -0.269074, 349,1  4  6  7 
1.765698, 2.361788, -0.194772, 219,1   4   5  11 
1.799272, 2.493719, -0.194772, 220,1   4   5  10 
1.804370, 2.510585, -0.194772, 219,1  4  5  9 
1.500243, 1.893573, -0.222870, 349,1  4  5  8 
1.727174, 2.700963, -0.272201, 220,1  4  5  7 
1.717020, 2.327558, -0.224216, 212,1  4  5  6 
1.122818, 0.978391, -0.156733, 220,1   3  10  11 
1.188633, 1.070778, -0.166416, 220,1   3   9  11 
1.131433, 1.014837, -0.161023, 220,1   3   9  10 
1.175003, 1.219068, -0.251559, 304,1   3   8  11 
1.146332, 1.184345, -0.235472, 304,1   3   8  10 
1.156673, 1.184416, -0.261599, 304,1  3  8  9 
1.340767, 1.489068, -0.159644, 220,1   3   7  11 
