0.9312,0.9750,0.6922,0.9834,1.0590,0.9820,1.4172
0.9194,0.9730,0.6821,0.9771,1.0477,0.9790,1.3968
0.9143,0.9770,0.6780,0.9688,1.0331,0.9760,1.3770
0.9016,0.9710,0.6679,0.9598,1.0177,0.9740,1.3626
0.9046,0.9550,0.6670,0.9775,1.0221,0.9690,1.3642
0.9140,0.9500,0.6768,0.9750,1.0317,0.9700,1.3816
0.8938,0.9460,0.6634,0.9490,1.0124,0.9670,1.3635
0.9001,0.9540,0.6669,0.9587,1.0259,0.9670,1.4053
0.9181,0.9540,0.6811,0.9872,1.0473,0.9640,1.4269
0.9485,0.9540,0.7001,1.0410,1.0729,0.9630,1.4515
0.9420,0.9460,0.6960,1.0461,1.0763,0.9620,1.4592
0.9469,0.9470,0.6997,1.0524,1.0870,0.9610,1.4604
0.9411,0.9280,0.6943,1.0445,1.0833,0.9620,1.4601
0.9364,0.9260,0.6929,1.0550,1.0769,0.9650,1.4557
0.9327,0.9170,0.6915,1.0482,1.0761,0.9640,1.4541
0.9322,0.9320,0.6889,1.0408,1.0777,0.9640,1.4519
0.9427,0.9270,0.6924,1.0492,1.0901,0.9680,1.4938
0.9525,0.9220,0.7037,1.0478,1.0993,0.9720,1.5019
0.9523,0.9230,0.7033,1.0528,1.1059,0.9730,1.5354
0.9443,0.9270,0.6948,1.0624,1.0567,0.9690,1.4095
0.9535,0.9130,0.7062,1.0534,1.0816,0.9700,1.4111
0.9662,0.9080,0.7170,1.0453,1.1021,0.9710,1.3943
0.9635,0.9180,0.7184,1.0478,1.1008,0.9690,1.3517
0.9569,0.9180,0.7177,1.0446,1.0980,0.9680,1.3569
0.9567,0.9200,0.7198,1.0478,1.1061,0.9660,1.3958
0.9578,0.9240,0.7209,1.0431,1.1068,0.9640,1.3849
0.9422,0.9300,0.7072,1.0153,1.0945,0.9620,1.3988
0.9413,0.9280,0.7061,1.0054,1.0972,0.9640,1.4370
0.9406,0.9130,0.7131,1.0120,1.0993,0.9670,1.4358
0.9254,0.9150,0.7023,1.0032,1.0801,0.9660,1.4376
0.9209,0.9260,0.6937,0.9990,1.0733,0.9650,1.4240
0.9212,0.9160,0.6967,1.0052,1.0733,0.9650,1.4110
0.9115,0.9090,0.6916,0.9899,1.0624,0.9630,1.4111
0.8903,0.8920,0.6765,0.9765,1.0489,0.9640,1.4085
0.8928,0.9010,0.6797,0.9775,1.0477,0.9640,1.3962
0.8942,0.8960,0.6834,0.9940,1.0549,0.9660,1.4140
0.9007,0.9010,0.6902,NaN,1.0660,0.9660,1.4468
0.8852,0.9020,0.6759,NaN,1.0477,0.9660,1.4258
0.9001,0.9070,0.6878,0.9920,1.0639,0.9660,1.4534
0.8984,0.9010,0.6857,0.9862,1.0672,0.9660,1.4682
0.9104,0.8920,0.6938,0.9894,1.0717,0.9660,1.4642
0.9072,0.9140,0.6885,0.9802,1.0769,0.9650,1.4958
0.8950,0.9190,0.6768,0.9566,1.0681,0.9650,1.5178
0.8746,0.9260,0.6575,0.9437,1.0384,0.9630,1.4850
0.8744,0.9270,0.6559,0.9385,1.0447,0.9650,1.5171
0.8759,0.9130,0.6558,0.9475,1.0460,0.9660,1.5756
0.8682,0.9120,0.6506,0.9321,1.0342,0.9670,1.5481
0.8614,0.9170,0.6440,0.9316,1.0153,0.9680,1.5181
0.8570,0.9300,0.6377,0.9322,1.0105,0.9680,1.5286
0.8644,0.9290,0.6498,0.9289,1.0305,0.9680,1.5709
0.8629,0.9210,0.6480,0.9347,1.0374,0.9700,1.5870
0.8640,0.9220,0.6492,0.9343,1.0390,0.9700,1.5644
0.8510,0.9260,0.6394,0.9321,1.0271,0.9690,1.5649
0.8461,0.9310,0.6426,0.9211,1.0193,0.9700,1.5393
0.8544,0.9270,0.6498,0.9367,1.0349,0.9730,1.5776
0.8764,0.9200,0.6675,0.9466,1.0626,0.9740,1.6050
0.8717,0.9180,0.6646,0.9274,1.0700,0.9740,1.6377
0.8771,0.9310,0.6696,0.9176,1.0859,0.9740,1.6629
0.8655,0.9350,0.6569,0.8970,1.0857,0.9770,1.6550
0.8670,0.9280,0.6589,0.8947,1.0833,0.9760,1.6480
0.8700,0.9280,0.6558,0.9072,1.0930,0.9760,1.6760
0.8601,0.9290,0.6461,0.8995,1.0866,0.9770,1.6753
0.8639,0.9360,0.6493,0.8850,1.1066,0.9790,1.7159
0.8854,0.9440,0.6668,0.8821,1.1392,0.9790,1.7389
0.8924,0.9490,0.6695,0.9037,1.1408,0.9800,1.7097
0.8947,0.9510,0.6751,0.9164,1.1534,0.9800,1.7240
0.8901,0.9510,0.6705,0.9056,1.1363,0.9800,1.6622
0.8963,0.9680,0.6728,0.9107,1.1558,0.9810,1.6958
0.9025,0.9800,0.6762,0.9254,1.1777,0.9800,1.7434
0.8911,0.9730,0.6673,0.9219,1.1762,0.9790,1.7281
0.9013,0.9740,0.6736,0.9223,1.1763,0.9790,1.7267
0.8931,0.9720,0.6646,0.9157,1.1597,0.9790,1.6941
0.8840,0.9780,0.6554,0.9123,1.1521,0.9790,1.6991
0.8645,0.9830,0.6320,0.9000,1.1475,0.9810,1.7217
0.8425,0.9900,0.6137,0.8945,1.1071,0.9850,1.6466
0.8446,1.0010,0.6175,0.9001,1.1144,0.9840,1.6389
0.8410,0.9860,0.6065,0.9142,1.0996,0.9880,1.5814
0.8506,0.9910,0.6225,0.9081,1.1111,0.9870,1.6037
0.8549,1.0040,0.6272,0.8950,1.1342,0.9860,1.6369
0.8525,0.9960,0.6269,0.8981,1.1344,0.9820,1.6310
0.8447,0.9930,0.6219,0.8880,1.1285,0.9820,1.6348
0.8485,0.9920,0.6339,0.8890,1.1270,0.9830,1.6326
0.8462,1.0010,0.6279,0.8915,1.1213,0.9830,1.6304
0.8186,0.9900,0.6104,0.8775,1.0787,0.9840,1.5709
0.8228,0.9980,0.6192,0.8761,1.0798,0.9840,1.5583
0.8248,1.0090,0.6242,0.8622,1.0801,0.9840,1.5621
0.8347,1.0180,0.6294,0.8579,1.0917,0.9850,1.6038
0.8281,1.0170,0.6237,0.8558,1.0866,0.9860,1.6006
0.8362,1.0310,0.6322,0.8583,1.1084,0.9860,1.6486
0.8342,1.0150,0.6282,0.8595,1.1144,0.9850,1.6577
0.8277,1.0120,0.6232,0.8613,1.1120,0.9840,1.6362
0.8145,1.0020,0.6122,0.8485,1.0829,0.9850,1.5824
0.8429,1.0010,0.6326,0.8691,1.1041,0.9850,1.5848
0.8494,0.9960,0.6374,0.8936,1.1134,0.9850,1.5597
0.8486,0.9860,0.6368,0.8929,1.1149,0.9850,1.5577
0.8474,0.9890,0.6351,0.9075,1.1178,0.9850,1.5829
0.8419,0.9800,0.6313,0.9097,1.1017,0.9850,1.5279
0.8404,0.9760,0.6339,0.9218,1.0797,0.9850,1.4864
0.8381,0.9730,0.6365,0.9289,1.0728,0.9860,1.4835
0.8447,0.9670,0.6448,0.9307,1.0892,0.9850,1.5137
0.8515,0.9670,0.6488,0.9237,1.0899,0.9840,1.4839
0.8455,0.9700,0.6418,0.9305,1.0883,0.9830,1.4815
0.8535,0.9720,0.6484,0.9325,1.1003,0.9830,1.5045
0.8737,0.9850,0.6603,0.9513,1.1119,0.9840,1.5089
0.8742,0.9860,0.6602,0.9562,1.1222,0.9830,1.5318
0.8879,0.9930,0.6661,0.9602,1.1279,0.9850,1.5433
0.8867,0.9910,0.6689,0.9425,1.1229,0.9850,1.5237
0.8858,1.0000,0.6662,0.9442,1.1312,0.9870,1.5333
0.8706,0.9900,0.6514,0.9252,1.1230,0.9870,1.5300
0.8718,0.9820,0.6540,0.9262,1.1224,0.9880,1.5185
0.8688,0.9790,0.6510,0.9300,1.1210,0.9900,1.5278
0.8686,0.9790,0.6514,NaN,1.1250,0.9900,1.5384
0.8541,0.9730,0.6411,NaN,1.1071,0.9900,1.5235
0.8578,0.9760,0.6432,0.9259,1.1020,0.9900,1.4932
0.8569,0.9740,0.6451,0.9145,1.0970,0.9900,1.4825
0.8555,0.9730,0.6459,0.9174,1.0846,0.9900,1.4752
0.8467,0.9810,0.6383,0.9043,1.0610,0.9900,1.4447
0.8339,0.9890,0.6321,0.9015,1.0287,0.9910,1.4068
0.8430,0.9820,0.6420,0.9116,1.0439,0.9910,1.4170
0.8433,0.9830,0.6373,0.9025,1.0516,0.9910,1.4352
0.8424,0.9930,0.6377,0.8988,1.0605,0.9920,1.4560
0.8427,0.9930,0.6364,NaN,1.0660,0.9930,1.4722
0.8350,0.9920,0.6318,0.8906,1.0471,0.9940,1.4429
0.8350,0.9780,0.6300,0.8980,1.0483,0.9950,1.4318
0.8344,0.9790,0.6315,0.8938,1.0378,1.0000,1.4086
0.8523,0.9790,0.6439,0.9073,1.0647,0.9990,1.4306
0.8503,0.9800,0.6440,0.9104,1.0632,1.0000,1.4297
0.8495,0.9830,0.6444,0.9229,1.0623,0.9990,1.4324
0.8385,0.9860,0.6351,0.9210,1.0425,0.9980,1.4058
0.8394,0.9810,0.6381,0.9193,1.0412,0.9980,1.3760
0.8274,0.9850,0.6310,0.9157,1.0356,0.9990,1.3784
0.8276,0.9810,0.6312,0.9127,1.0385,0.9990,1.3961
0.8355,0.9820,0.6339,0.9230,1.0476,0.9990,1.4108
0.8339,0.9830,0.6344,0.9352,1.0476,1.0000,1.4236
0.8410,0.9830,0.6416,0.9373,1.0593,1.0000,1.4532
0.8441,0.9810,0.6458,0.9379,1.0707,1.0000,1.4809
0.8407,0.9760,0.6436,0.9337,1.0682,1.0010,1.4650
0.8494,0.9630,0.6556,0.9462,1.0804,1.0030,1.5013
0.8439,0.9530,0.6514,0.9452,1.0693,1.0050,1.4736
0.8446,0.9550,0.6536,0.9512,1.0714,1.0060,1.4784
0.8421,0.9480,0.6499,0.9631,1.0695,1.0090,1.4800
0.8336,0.9490,0.6405,0.9590,1.0602,1.0100,1.4819
0.8426,0.9460,0.6479,0.9635,1.0723,1.0090,1.5195
0.8372,0.9550,0.6443,0.9600,1.0685,1.0090,1.5140
0.8368,0.9530,0.6443,0.9639,1.0628,1.0090,1.4874
0.8473,0.9510,0.6530,0.9736,1.0748,1.0100,1.5186
0.8471,0.9540,0.6534,0.9735,1.0799,1.0100,1.5336
0.8445,0.9530,0.6518,0.9724,1.0780,1.0100,1.5297
0.8537,0.9610,0.6602,0.9799,1.0893,1.0090,1.5507
0.8600,0.9700,0.6616,0.9809,1.0959,1.0110,1.5649
0.8520,0.9590,0.6534,0.9757,1.0865,1.0110,1.5441
0.8488,0.9610,0.6489,0.9744,1.0810,1.0100,1.5292
0.8358,0.9680,0.6383,0.9714,1.0528,1.0100,1.4812
0.8405,0.9920,0.6412,0.9752,1.0626,1.0110,1.4964
0.8399,0.9970,0.6400,0.9577,1.0700,1.0110,1.5263
0.8453,0.9970,0.6431,0.9623,1.0770,1.0110,1.5353
0.8415,0.9940,0.6424,0.9586,1.0702,1.0110,1.5236
0.8479,0.9940,0.6498,0.9725,1.0837,1.0110,1.5543
0.8490,0.9950,0.6556,0.9701,1.0916,1.0110,1.5565
0.8549,0.9900,0.6567,0.9722,1.1017,1.0110,1.5737
0.8549,0.9980,0.6511,NaN,1.1092,1.0100,1.5817
0.8576,1.0000,0.6536,0.9886,1.1171,1.0070,1.5906
0.8620,0.9970,0.6574,0.9935,1.1284,1.0060,1.5935
0.8616,0.9980,0.6584,0.9976,1.1246,1.0060,1.5815
0.8608,0.9900,0.6587,0.9975,1.1274,1.0070,1.5610
0.8624,0.9950,0.6600,0.9985,1.1345,1.0060,1.5795
0.8502,0.9970,0.6486,0.9826,1.1189,1.0060,1.5507
0.8488,1.0010,0.6476,0.9837,1.1189,1.0060,1.5276
0.8536,1.0090,0.6528,0.9851,1.1324,1.0060,1.5226
0.8634,0.9960,0.6631,0.9923,1.1495,1.0060,1.5313
0.8648,0.9900,0.6663,0.9952,1.1504,1.0040,1.5029
0.8634,0.9800,0.6621,0.9946,1.1417,1.0030,1.4778
0.8588,0.9850,0.6583,0.9942,1.1331,1.0000,1.4714
0.8630,0.9900,0.6669,0.9920,1.1363,1.0000,1.4637
0.8639,0.9930,0.6678,0.9838,1.1328,1.0010,1.4650
0.8744,0.9870,0.6746,1.0062,1.1477,1.0020,1.4897
0.8765,0.9880,0.6756,1.0262,1.1403,1.0020,1.4489
0.8922,0.9790,0.6887,1.0372,1.1396,1.0020,1.4253
0.9018,0.9750,0.6959,1.0423,1.1495,1.0030,1.4407
0.9271,0.9830,0.7151,1.0501,1.1714,1.0030,1.4724
0.9302,0.9830,0.7215,1.0542,1.1826,1.0030,1.4914
0.9270,0.9780,0.7171,1.0545,1.1849,1.0030,1.5036
0.9383,0.9750,0.7296,1.0560,1.1967,1.0040,1.5055
0.9301,0.9670,0.7233,1.0427,1.1836,1.0040,1.4851
0.9484,0.9750,0.7347,1.0518,1.2028,1.0050,1.4894
0.9460,0.9720,0.7328,1.0446,1.2087,1.0050,1.5235
0.9435,0.9700,0.7324,1.0422,1.2167,1.0050,1.5290
0.9293,0.9790,0.7215,1.0327,1.2048,1.0050,1.5249
0.9310,0.9880,0.7209,1.0268,1.2120,1.0050,1.5420
0.9446,0.9810,0.7297,1.0446,1.2303,1.0050,1.5643
0.9413,0.9840,0.7264,1.0469,1.2366,1.0050,1.5628
0.9421,0.9830,0.7271,1.0588,1.2372,1.0060,1.5494
0.9329,0.9860,0.7188,1.0482,1.2292,1.0070,1.5449
0.9429,0.9840,0.7282,1.0506,1.2433,1.0070,1.5580
0.9484,0.9750,0.7329,1.0467,1.2601,1.0070,1.5974
0.9485,0.9730,0.7320,1.0497,1.2639,1.0060,1.6057
0.9452,0.9700,0.7306,1.0466,1.2640,1.0050,1.5958
0.9403,0.9610,0.7266,1.0370,1.2637,1.0060,1.6183
0.9447,0.9610,0.7340,1.0477,1.2711,1.0060,1.6331
0.9357,0.9590,0.7251,1.0534,1.2613,1.0060,1.6137
0.9283,0.9680,0.7141,1.0543,1.2391,1.0060,1.5784
0.9297,0.9650,0.7150,1.0493,1.2429,1.0080,1.5880
0.9232,0.9660,0.7065,1.0358,1.2317,1.0080,1.5703
0.9340,0.9660,0.7148,1.0386,1.2447,1.0080,1.5921
0.9406,0.9660,0.7228,1.0386,1.2669,1.0090,1.6223
0.9529,0.9570,0.7334,1.0392,1.2861,1.0090,1.6353
0.9619,0.9510,0.7410,1.0715,1.2952,1.0080,1.6487
0.9687,0.9500,0.7461,1.0777,1.3062,1.0080,1.6680
0.9779,0.9470,0.7501,1.0769,1.3113,1.0080,1.6619
0.9763,0.9400,0.7490,NaN,1.3211,1.0080,1.6661
0.9711,0.9410,0.7420,1.0490,1.3234,1.0070,1.6778
0.9675,0.9360,0.7396,1.0432,1.3220,1.0070,1.6864
0.9736,0.9290,0.7425,1.0418,1.3365,1.0080,1.6983
0.9731,0.9270,0.7396,1.0257,1.3506,1.0090,1.7006
0.9539,0.9290,0.7229,1.0149,1.3050,1.0090,1.6440
0.9589,0.9290,0.7294,1.0309,1.3165,1.0110,1.6502
0.9618,0.9180,0.7315,1.0228,1.3257,1.0140,1.6626
0.9685,0.9160,0.7343,1.0207,1.3368,1.0170,1.6714
0.9500,0.9060,0.7222,1.0037,1.3187,1.0180,1.6546
0.9581,0.9120,0.7289,1.0008,1.3355,1.0190,1.6732
0.9751,0.9180,0.7429,1.0144,1.3527,1.0170,1.6908
0.9731,0.9060,0.7402,1.0077,1.3528,1.0180,1.6812
0.9732,0.9190,0.7374,1.0025,1.3576,1.0180,1.6842
0.9773,0.9130,0.7367,0.9885,1.3710,1.0190,1.6999
0.9786,0.9140,0.7360,0.9759,1.3819,1.0200,1.7151
0.9893,0.9140,0.7449,0.9842,1.4036,1.0200,1.7328
0.9907,0.9190,0.7488,0.9917,1.4065,1.0190,1.7373
0.9847,0.9160,0.7495,0.9748,1.4003,1.0200,1.7301
0.9799,0.9230,0.7474,0.9726,1.4004,1.0220,1.7237
0.9766,0.9230,0.7475,0.9691,1.3958,1.0270,1.7138
0.9835,0.9170,0.7536,0.9727,1.4018,1.0300,1.7208
0.9757,0.9260,0.7429,0.9625,1.3789,1.0310,1.7015
0.9747,0.9280,0.7443,0.9671,1.3661,1.0330,1.6848
0.9797,0.9270,0.7476,0.9731,1.3852,1.0360,1.7077
0.9713,0.9360,0.7389,0.9708,1.3725,1.0370,1.6918
0.9654,0.9300,0.7346,0.9855,1.3561,1.0360,1.6779
0.9564,0.9280,0.7283,0.9869,1.3363,1.0340,1.6495
0.9543,0.9180,0.7250,0.9825,1.3417,1.0340,1.6493
0.9455,0.9180,0.7119,0.9746,1.3515,1.0340,1.6645
0.9645,0.9160,0.7294,0.9962,1.3839,1.0350,1.6964
0.9783,0.9160,0.7438,1.0123,1.4027,1.0360,1.7049
0.9853,0.8990,0.7442,1.0045,1.4029,1.0360,1.7006
1.0010,0.8730,0.7578,1.0163,1.4011,1.0360,1.6873
1.0026,0.8750,0.7599,1.0083,1.4129,1.0390,1.7050
1.0029,0.8700,0.7624,1.0151,1.4058,1.0420,1.6902
0.9990,0.8560,0.7631,1.0047,1.4035,1.0440,1.6860
1.0000,0.8540,0.7641,1.0007,1.4117,1.0440,1.7075
0.9985,0.8540,0.7660,0.9984,1.3983,1.0470,1.6968
1.0237,0.8740,0.7846,1.0019,1.4132,1.0500,1.6884
1.0209,0.8630,0.7724,1.0056,1.3712,1.0510,1.6307
1.0351,0.8730,0.7864,1.0131,1.3947,1.0480,1.6462
1.0293,0.8670,0.7801,1.0195,1.3824,1.0470,1.6115
1.0298,0.8610,0.7798,1.0154,1.3790,1.0440,1.6098
1.0242,0.8890,0.7760,0.9962,1.3926,1.0430,1.6417
1.0139,0.8890,0.7695,0.9845,1.3952,1.0450,1.6524
1.0122,0.8920,0.7674,0.9797,1.4001,1.0450,1.6763
1.0122,0.8860,0.7669,0.9798,1.3971,1.0430,1.6645
1.0306,0.8920,0.7800,0.9855,1.4126,1.0420,1.6752
1.0568,0.8990,0.8115,1.0227,1.4357,1.0510,1.6782
1.0712,0.8980,0.8248,1.0167,1.4573,1.0490,1.7140
1.0861,0.9000,0.8320,1.0412,1.4644,1.0500,1.7269
1.0986,0.8960,0.8447,1.0372,1.4749,1.0500,1.7365
1.1201,0.8920,0.8524,1.0501,1.4732,1.0510,1.7443
1.1243,0.8670,0.8616,1.0197,1.4627,1.0510,1.7248
1.1650,0.9060,0.8916,1.0474,1.4822,1.0490,1.7388
1.1827,0.9010,0.9181,1.0422,1.4994,1.0450,1.7804
1.2360,0.9020,0.9582,1.0822,1.5311,1.0410,1.7988
1.2436,0.9060,0.9637,1.0928,1.4979,1.0360,1.7562
1.2931,0.8980,1.0177,1.1164,1.5198,1.0350,1.7395
1.2358,0.9110,0.9820,1.0659,1.4586,1.0360,1.6726
1.2823,0.9330,1.0251,1.0687,1.5088,1.0400,1.7454
1.2676,0.9220,1.0211,1.0577,1.5310,1.0370,1.7612
1.2725,0.9210,1.0213,1.0566,1.5415,1.0370,1.7994
1.2818,0.9220,1.0279,1.0536,1.5656,1.0370,1.8355
1.3162,0.9070,1.0485,1.0470,1.5716,1.0390,1.8269
1.3391,0.9070,1.0596,1.0582,1.5574,1.0410,1.8209
1.3333,0.9110,1.0463,1.0647,1.5574,1.0410,1.8101
1.3481,0.9130,1.0458,1.0717,1.5482,1.0430,1.7705
1.3524,0.9110,1.0352,1.1034,1.4872,1.0430,1.6872
1.3247,0.8980,1.0285,1.0968,1.4561,1.0450,1.6645
1.2868,0.8970,0.9979,1.0860,1.4752,1.0480,1.6888
1.3287,0.8980,1.0202,NaN,1.5037,1.0470,1.6990
1.3727,0.9030,1.0550,NaN,1.5199,1.0480,1.7061
1.3764,0.9100,1.0521,1.1275,1.5045,1.0480,1.6673
1.3771,0.9010,1.0470,1.1122,1.4786,1.0470,1.6252
1.4073,0.9120,1.0776,1.1240,1.4918,1.0470,1.6373
1.4501,0.9130,1.1197,1.1451,1.5180,1.0480,1.6298
1.4498,0.9200,1.1195,1.1263,1.5354,1.0480,1.7110
1.4506,0.9220,1.1214,1.1268,1.5377,1.0490,1.6928
1.4167,0.9210,1.0996,1.1304,1.5254,1.0480,1.7122
1.4118,0.9210,1.0863,1.1352,1.5157,1.0480,1.7239
1.3984,0.9320,1.0781,1.1288,1.4943,1.0490,1.7597
1.3985,0.9380,1.0828,1.1332,1.5144,1.0510,1.7760
1.3938,0.9390,1.0717,1.1296,1.5074,1.0530,1.7616
1.4344,0.9300,1.0978,1.1474,1.5266,1.0520,1.7596
1.4467,0.9560,1.0939,1.1333,1.5466,1.0550,1.8175
1.3351,0.9700,1.0125,1.0800,1.4808,1.0560,1.8069
1.3515,0.9710,1.0316,1.1067,1.5340,1.0560,1.8838
1.4122,0.9870,1.0699,1.1320,1.5730,1.0570,1.9074
1.4196,0.9760,1.0783,1.1335,1.5952,1.0580,1.9303
1.4212,0.9860,1.0794,1.1523,1.5799,1.0580,1.8795
1.4342,0.9890,1.1071,1.1495,1.6154,1.0600,1.9252
1.4212,0.9800,1.0864,1.1311,1.6202,1.0600,1.9294
1.4013,0.9830,1.0705,1.1233,1.6114,1.0570,1.9159
1.3838,0.9770,1.0610,1.1027,1.6005,1.0560,1.8937
1.3649,0.9610,1.0502,1.1019,1.5812,1.0560,1.8602
1.3330,0.9790,1.0255,1.0889,1.5746,1.0580,1.8780
1.3660,0.9800,1.0459,1.1099,1.6020,1.0590,1.9342
1.3519,0.9670,1.0375,1.1070,1.5952,1.0590,1.9399
1.3380,0.9690,1.0279,1.1083,1.5869,1.0610,1.9571
1.3164,0.9670,1.0047,1.0975,1.5534,1.0600,1.9102
1.3296,0.9480,1.0180,1.0938,1.5450,1.0610,1.8862
1.3537,0.9500,1.0382,1.0977,1.5661,1.0620,1.9281
1.3644,0.9440,1.0478,1.0939,1.5832,1.0650,1.9553
1.3679,0.9330,1.0518,1.1061,1.5943,1.0660,1.9726
1.3785,0.9400,1.0641,1.1177,1.6189,1.0670,2.0122
1.3904,0.9440,1.0695,1.1183,1.6469,1.0690,2.0900
1.3995,0.9380,1.0859,1.1251,1.6584,1.0690,2.0884
1.3820,0.9280,1.0722,1.1324,1.6569,1.0710,2.0700
1.4167,0.9290,1.0976,1.1473,1.6745,1.0700,2.0744
1.4192,0.9290,1.0935,1.1451,1.6882,1.0700,2.1261
1.4303,0.9390,1.1110,1.1486,1.7220,1.0680,2.1898
1.3933,0.9300,1.0787,1.1242,1.7161,1.0670,2.1622
1.4024,0.9270,1.0916,1.1048,1.7417,1.0680,2.2147
1.3887,0.9230,1.0807,1.0917,1.7413,1.0650,2.2199
1.3816,0.9200,1.0707,1.0924,1.7201,1.0650,2.1511
1.4055,0.9010,1.0791,1.0990,1.7422,1.0630,2.1975
1.3984,0.8940,1.0805,1.0834,1.7601,1.0640,2.2531
1.3999,0.8930,1.0809,1.0754,1.7563,1.0660,2.2425
1.4269,0.8950,1.0890,1.0886,1.7555,1.0670,2.2234
1.4367,0.8910,1.0962,1.1018,1.7750,1.0650,2.2787
1.4715,0.8920,1.1213,1.1116,1.8272,1.0640,2.3588
1.4919,0.8840,1.1427,1.1132,1.8555,1.0650,2.3527
1.5272,0.8770,1.1736,1.1263,1.8863,1.0640,2.4014
1.5246,0.8900,1.1708,1.1383,1.9016,1.0640,2.4026
1.5455,0.8900,1.1876,1.1419,1.9209,1.0660,2.4351
1.5769,0.8980,1.2072,1.1432,1.9674,1.0660,2.5218
1.5773,0.9020,1.1938,1.1263,1.9755,1.0650,2.5917
