1.1606,1.5510,1.2033,2.0185,2.6863
1.1689,1.5490,1.2081,1.9906,2.6103
1.1864,1.5390,1.1952,2.0415,2.6635
1.1142,1.4990,1.1725,1.8681,2.4457
1.1357,1.4870,1.1596,1.8986,2.4384
1.0849,1.4910,1.1603,1.7709,2.2920
1.0930,1.5080,1.1692,1.7732,2.3342
1.0805,1.4570,1.1406,1.7118,2.2432
1.0997,1.4860,1.1594,1.7697,2.3660
1.0680,1.4440,1.1349,1.7029,2.2998
1.0708,NaN,NaN,1.7278,2.3669
1.1005,1.4430,1.1345,1.7908,2.4390
1.0848,1.4390,1.1212,1.7737,2.3986
1.0597,1.4410,1.1270,1.7031,2.2989
1.0680,1.4820,1.1495,1.7310,2.3392
1.0736,1.4590,1.1312,1.7492,2.3493
1.0234,1.4730,1.1469,1.6200,2.1697
1.0171,1.4340,1.1343,1.5984,2.1734
1.0016,1.4540,1.1404,1.5298,2.0740
1.0281,1.4870,1.1683,1.5869,2.1699
1.0182,1.4900,1.1681,1.5665,2.1683
1.0357,1.4560,1.1460,1.6210,2.2605
1.0332,1.4500,1.1520,1.6278,2.2764
1.0411,1.4470,1.1520,1.6603,2.3170
1.0331,1.3940,1.1293,1.6437,2.2829
1.0232,NaN,NaN,1.6447,2.3056
1.0493,1.4190,1.1361,1.7126,2.4036
1.0577,1.4550,1.1568,1.7325,2.4189
1.0558,1.4360,1.1500,1.7284,2.3906
1.0560,1.4410,1.1506,1.7349,2.4136
1.0759,1.4640,1.1666,1.7709,2.4529
1.0688,1.4420,1.1541,1.7612,2.4212
1.0745,1.4560,1.1599,1.7729,2.4045
1.0225,1.4710,1.1735,1.6322,2.2145
1.0327,1.4690,1.1716,1.6389,2.1888
1.0050,1.4600,1.1642,1.5525,2.0391
1.0239,1.5050,1.1908,1.5884,2.1007
1.0659,1.5080,1.1975,1.6697,2.1937
1.0651,1.5030,1.2003,1.6767,2.1818
1.0720,1.5010,1.2020,1.6315,2.0701
1.0786,1.4880,1.1999,1.6695,2.1215
1.0720,1.4730,1.1854,1.6729,2.1758
1.0563,1.4850,1.1926,1.6301,2.1410
1.0521,1.4830,1.1932,1.6041,2.1035
1.0523,1.5040,1.2088,1.6018,2.1023
1.0681,1.5060,1.2074,1.6556,2.1996
1.0647,1.5090,1.2082,1.6418,2.1699
1.0585,1.5240,1.2167,1.6197,2.1472
1.0733,1.5180,1.2208,1.6731,2.2693
1.0904,1.5140,1.2199,1.7323,2.3703
1.1154,1.5240,1.2248,1.7758,2.4250
1.1070,1.5310,1.2266,1.7688,2.4189
1.1103,1.5180,1.2181,1.7814,2.4606
1.0993,1.5240,1.2215,1.7523,2.4158
1.1069,NaN,NaN,1.7691,2.4119
1.1018,1.5230,1.2235,1.7577,2.3934
1.0905,1.5430,1.2312,1.7239,2.3410
1.1116,1.5460,1.2326,1.7867,2.4490
1.1115,1.5380,1.2257,1.7922,2.4399
1.1066,1.5540,1.2330,1.7830,2.4061
1.1189,1.5350,1.2182,1.8304,2.4887
1.1205,1.5620,1.2330,1.8410,2.5078
1.1048,1.5370,1.2173,1.8139,2.4548
1.0976,1.5380,1.2211,1.7961,2.4347
1.1102,1.5300,1.2161,1.8359,2.4929
1.1061,1.5420,1.2272,1.8209,2.4719
1.1179,1.5620,1.2392,1.8481,2.5049
1.1236,1.5690,1.2452,1.8646,2.5383
1.1220,1.5650,1.2443,1.8591,2.5221
1.1074,1.5700,1.2499,1.8289,2.4742
1.1094,1.5590,1.2521,1.8361,2.4818
1.0870,1.5570,1.2508,1.7525,2.3419
1.0848,1.5620,1.2485,1.7385,2.3037
1.0924,1.5410,1.2504,1.7496,2.3331
1.0907,1.5460,1.2523,1.7404,2.3222
1.0963,1.5330,1.2501,1.7602,2.3538
1.0943,1.5200,1.2513,1.7519,2.3439
1.0912,1.5050,1.2421,1.7441,2.3534
1.0946,1.4890,1.2288,1.7432,2.3354
1.1188,1.4880,1.2271,1.7960,2.4215
1.1142,1.4870,1.2271,1.7972,2.4147
1.1158,1.4910,1.2304,1.8071,2.4290
1.0911,1.4990,1.2358,1.7378,2.3254
1.0768,1.5010,1.2348,1.6739,2.2425
1.0814,1.5250,1.2525,1.6726,2.2431
1.0890,1.5090,1.2407,1.6685,2.2220
1.0890,1.4970,1.2358,1.6692,2.2213
1.0841,1.4980,1.2308,1.6657,2.2110
1.0893,1.5190,1.2446,1.6944,2.2471
1.0845,1.4970,1.2306,1.6891,2.2731
1.0782,1.5030,1.2312,1.6423,2.2064
1.0761,1.5020,1.2326,1.6532,2.2251
1.0803,1.5180,1.2397,1.6728,2.2562
1.0845,1.5140,1.2360,1.6953,2.2928
1.0784,1.5450,1.2530,1.6762,2.2681
1.0766,1.5620,1.2659,1.6683,2.2590
1.0779,1.5620,1.2632,1.6766,2.2798
1.0806,1.5700,1.2675,1.6761,2.2623
