0.831,1.431,1.155,0.519,1.778,2.745,5.518,1.544,3.69,1.455,3.258
0.853,1.427,1.151,0.529,1.835,2.795,5.644,1.596,3.787,1.494,3.332
0.8624,1.441,1.162,0.539,1.860,2.838,5.722,1.618,3.828,1.513,3.377
0.8834,1.44,1.157,0.554,1.889,2.924,5.869,1.649,3.932,1.552,3.459
0.878,1.455,1.172,0.56,1.908,2.921,5.784,1.66,3.91,1.542,3.447
0.8862,1.454,1.165,0.561,1.925,2.957,5.958,1.675,3.967,1.566,3.497
0.9038,1.46,1.174,0.576,1.999,3.015,6.027,1.709,4.045,1.6,3.571
0.9092,1.458,1.167,0.58,1.981,3.038,5.941,1.721,4.036,1.596,3.557
0.9076,1.46,1.158,0.574,1.999,3.021,5.81,1.73,4.014,1.584,3.522
0.9022,1.439,1.142,0.577,1.983,3.004,5.859,1.718,4.021,1.587,3.54
0.9106,1.439,1.144,0.581,2.015,3.025,5.852,1.733,4.05,1.601,3.556
0.932,1.432,1.142,0.606,2.050,3.11,6.075,1.764,4.178,1.651,3.681
0.9282,1.437,1.152,0.593,2.042,3.074,6.014,1.749,4.126,1.635,3.634
0.9478,1.415,1.145,0.605,2.095,3.12,6.12,1.795,4.197,1.662,3.696
0.9524,1.412,1.145,0.605,2.132,3.162,6.08,1.828,4.196,1.657,3.679
0.9638,1.416,1.144,0.607,2.164,3.214,6.16,1.855,4.261,1.681,3.722
0.9792,1.42,1.148,0.62,2.219,3.32,6.315,1.898,4.33,1.711,3.801
0.9768,1.415,1.146,0.625,2.187,3.37,6.474,1.883,4.358,1.723,3.849
0.967,1.421,1.145,0.619,2.176,3.36,6.415,1.859,4.327,1.713,3.818
0.9936,1.431,1.15,0.629,2.243,3.431,6.548,1.915,4.441,1.754,3.895
1.0006,1.431,1.15,0.647,2.243,3.469,6.647,1.968,4.496,1.779,3.974
0.996,1.426,1.147,0.659,2.243,3.485,6.612,1.98,4.515,1.784,3.984
0.97,1.43,1.147,0.664,2.192,3.46,6.607,1.915,4.478,1.762,3.965
0.9888,1.439,1.149,0.679,2.211,3.532,6.822,1.94,4.634,1.819,4.097
0.9994,1.438,1.155,0.725,2.226,3.594,6.82,1.959,4.676,1.857,4.173
0.9802,1.416,1.147,0.718,2.192,3.489,6.502,1.935,4.595,1.815,4.092
1.0246,1.429,1.157,0.716,2.271,3.551,6.66,1.994,4.676,1.85,4.132
1.0472,1.434,1.154,0.734,2.341,3.656,6.923,2.056,4.808,1.907,4.265
1.054,1.439,1.158,0.748,2.356,3.666,6.799,2.07,4.817,1.903,4.25
1.0506,1.462,1.163,0.75,2.364,3.61,6.609,2.069,4.797,1.885,4.228
1.0588,1.477,1.167,0.789,2.389,3.681,6.74,2.1,4.886,1.941,4.332
1.0408,1.467,1.163,0.777,2.318,3.614,6.802,2.047,4.834,1.906,4.279
1.056,1.467,1.166,0.776,2.368,3.617,6.768,2.076,4.855,1.922,4.3
1.0538,1.458,1.16,0.774,2.384,3.616,6.678,2.072,4.839,1.916,4.276
1.0586,1.457,1.16,0.792,2.400,3.666,6.698,2.094,4.869,1.928,4.31
