0.8555,0.6381,0.963,0.996,1.2848,0.023726657,0.020097219,0.026256861,0.000884968,0.049149321,0.602451398,0.75023146,0.752227279,0.622296914,0.617850433,-0.010010588,1.33037785
0.8759,0.651,0.9884,0.997,1.3481,0.000908467,0.001109831,0.003422029,-0.000119048,-0.001231725,,,,,,-0.002862595,
0.8768,0.6518,0.9919,0.997,1.3466,0.013567084,0.010467022,0.016515694,-0.000119048,0.011762729,,,,,,-0.001913876,
0.8888,0.6587,1.0084,0.997,1.3626,0.006744139,0.006560776,0.010590988,-0.001122057,0.006999696,,,,,,0.009587728,
0.8949,0.6631,1.0192,0.996,1.3723,-0.005818008,-0.000873082,-0.009734432,-0.00212708,-0.029777286,,,,,,-0.012345679,
0.8898,0.6626,1.0094,0.994,1.3316,-0.001467665,-0.003590222,0.002555809,-0.00213112,0.008366984,,,,,,-0.008653846,
0.8886,0.6603,1.0121,0.992,1.3429,0.004044806,0.002758432,0.003536718,-0.001127112,-0.011288904,,,,,,0.017160686,
0.8923,0.6622,1.0158,0.991,1.3279,0.029019135,0.03023432,0.015828974,-0.001128129,-0.009155873,,,,,,-0.009527784,
0.9183,0.6823,1.032,0.99,1.3159,0.002494477,-0.001731242,0.005113511,-0.00213925,0.008848199,,,,,,-0.033492487,
0.9207,0.6812,1.0374,0.988,1.3277,-0.004029116,-0.004376241,-0.003974841,-0.003155485,0.006885547,,,,,,-7.26E-05,
0.9171,0.6783,1.0334,0.985,1.337,-0.011786259,-0.012208094,-0.013666561,-0.001134276,-0.011412989,,,,,,-0.007349939,
0.9064,0.6701,1.0194,0.984,1.3219,-0.007621254,-0.007132926,-0.021307982,0.000897213,-0.029773333,,,,,,-0.004216372,
0.8996,0.6654,0.9978,0.985,1.2827,0.011775128,0.008597514,0.015214687,-0.001134276,0.034105635,,,,,,-0.007286607,
0.9103,0.6712,1.0131,0.984,1.3266,-0.00835809,-0.0086113,-0.002685428,-0.003167828,0.003499225,,,,,,0.015798672,
0.9028,0.6655,1.0105,0.981,1.3314,-0.001669779,-0.005077725,0.007599903,0.001919688,0.004537705,,,,,,0.027802629,
0.9014,0.6622,1.0183,0.983,1.3376,-0.001894064,-0.004045354,0.002434227,-0.000119048,0.013038847,,,,,,0.001740877,
0.8998,0.6596,1.0209,0.983,1.3552,-0.007565147,-0.01224761,-0.002469915,0.00191554,0.017959465,,,,,,-0.004010427,
0.8931,0.6516,1.0185,0.985,1.3797,0.021043196,0.021519995,0.020597693,0.000896181,0.014086939,,,,,,-0.012482384,
0.912,0.6657,1.0396,0.986,1.3993,0.002073935,0.000632041,0.00757622,-0.000119048,0.009242776,,,,,,0.013115868,
0.914,0.6662,1.0476,0.986,1.4124,-0.005480098,-0.007023881,-0.007660094,-0.002147445,-0.018810636,,,,,,-0.016968326,
0.9091,0.6616,1.0397,0.984,1.386,-0.004409005,-0.002386279,-0.0008885,-0.000119048,-0.001562049,,,,,,0.014294068,
0.9052,0.6601,1.0389,0.984,1.384,-0.002107558,0.004122734,-0.010129636,-0.000119048,-0.033211533,,,,,,0.020306194,
0.9034,0.6629,1.0285,0.984,1.3382,0.002648276,0.00169118,0.006881439,-0.000119048,0.020655127,,,,,,-0.025678051,
0.9059,0.6641,1.0357,0.984,1.366,0.014562485,0.015992984,0.014750123,-0.000119048,0.019646692,,,,,,0.001224306,
0.9192,0.6748,1.0511,0.984,1.393,-0.001750901,-0.0010082,0.002639967,-0.002151568,0.001316703,,,,,,0.00971811,
0.9177,0.6742,1.054,0.982,1.395,-0.00393293,-0.005755357,0.001778486,0.000899282,0.024397081,,,,,,-0.002549557,
0.9142,0.6704,1.056,0.983,1.4292,0.006662838,-0.000417377,0.007930195,-0.000119048,0.011705749,,,,,,-0.039235734,
0.9204,0.6702,1.0645,0.983,1.4461,0.034865742,0.028230699,0.010120501,-0.001136342,-0.005789472,,,,,,-0.009710675,
0.9526,0.6892,1.0754,0.982,1.4379,0.014472596,0.01743754,0.010016716,-0.001137378,-0.009646831,,,,,,0.019611794,
0.9665,0.7013,1.0863,0.981,1.4242,0.003295334,0.010717969,-0.009600775,-0.002157784,-0.033611535,,,,,,0.036624728,
0.9698,0.7089,1.076,0.979,1.3765,0.009986129,0.001573716,0.002669056,-0.000119048,-0.000191696,,,,,,-0.035076571,
0.9796,0.7101,1.079,0.979,1.3764,-0.007468986,-0.002090601,0.001085772,-0.000119048,0.026399406,,,,,,-0.029107672,
0.9724,0.7087,1.0803,0.979,1.4129,-0.004335419,-0.012536149,0.000991755,0.000902403,0.019769126,,,,,,-0.011463067,
0.9683,0.6999,1.0815,0.98,1.441,-0.020154161,-0.022836579,-0.017779704,0.001921769,-0.007405654,,,,,,-0.020584603,
0.9489,0.684,1.0624,0.982,1.4305,0.001988656,0.001196742,0.009387729,-0.000119048,0.015679624,,,,,,-0.003452459,
0.9509,0.6849,1.0725,0.982,1.4531,0.016076136,0.022658,0.020020813,0.002935942,0.027683581,,,,,,0,
0.9663,0.7005,1.0941,0.985,1.4935,-0.011606163,-0.013109769,0.000794946,-0.000119048,0.00162183,,,,,,-0.001004016,
0.9552,0.6914,1.0951,0.985,1.4961,-0.006191074,-0.000119048,-0.003771682,0.000896181,-0.004129475,,,,,,-0.006030151,
0.9494,0.6914,1.0911,0.986,1.4901,-0.018446412,-0.023405134,-0.02092374,0.00190935,-0.012601431,,,,,,0.003605423,
0.932,0.6753,1.0684,0.988,1.4715,0.004280094,0.005952328,0.003718466,-0.001131193,0.012996821,,,,,,-0.002586579,
0.9361,0.6794,1.0725,0.987,1.4908,0.005756393,-0.002915633,0.012934565,-0.000119048,0.032279664,,,,,,-0.002737358,
0.9416,0.6775,1.0865,0.987,1.5391,0.013262431,0.016855122,0.016539949,0.001907295,0.01417502,,,,,,-0.006406345,
0.9542,0.689,1.1046,0.989,1.5611,0.004701745,0.000171228,0.010744613,-0.00113017,0.020187147,,,,,,-0.008494525,
0.9588,0.6892,1.1166,0.988,1.5928,-0.010027266,-0.002295484,-0.005492503,-0.000119048,-0.025797099,,,,,,-0.009289843,
0.9493,0.6877,1.1106,0.988,1.5519,0.015892751,0.01267723,0.016808739,-0.000119048,0.001105258,,,,,,0.018441342,
0.9645,0.6965,1.1294,0.988,1.5538,0.001539843,0.007490428,0.010151893,-0.001131193,0.009599063,,,,,,-0.005235602,
0.9661,0.7018,1.141,0.987,1.5689,-0.002189227,0.003015749,0.001283231,-0.001132219,-0.002668605,,,,,,-0.026666667,
0.9641,0.704,1.1426,0.986,1.5649,-0.01878931,-0.023982684,-0.027337672,-0.000119048,-0.039354782,,,,,,0.00845666,
0.9461,0.6872,1.1115,0.986,1.5035,-0.003501354,0.001772687,-0.001738481,-0.001133246,-0.009829723,,,,,,0,
0.9429,0.6885,1.1097,0.985,1.4889,0.005183742,0.00728836,0.003305301,-0.000119048,0.019492746,,,,,,0,
0.9479,0.6936,1.1135,0.985,1.5181,0.018448312,0.020209672,0.024667661,-0.000119048,0.036505681,,,,,,0.004899135,
0.9655,0.7077,1.1411,0.985,1.5737,-0.010476375,-0.010434153,-0.010635216,-0.001134276,-0.035195619,,,,,,0.006022369,
