0.7184,1.148,1,1.1008,1.3517
0.7177,1.155,1.0002,1.098,1.3569
0.7198,1.157,NaN,1.1061,1.3958
0.7209,1.156,NaN,1.1068,1.3849
0.7072,1.141,NaN,1.0945,1.3988
0.7061,1.138,NaN,1.0972,1.437
0.7131,1.137,1.0005,1.0993,1.4358
0.7023,1.143,NaN,1.0801,1.4376
0.6937,1.141,NaN,1.0733,1.424
0.6967,1.154,NaN,1.0733,1.411
0.6916,1.152,NaN,1.0624,1.4111
0.6765,1.164,1.0029,1.0489,1.4085
0.6797,1.175,NaN,1.0477,1.3962
0.6834,1.176,NaN,1.0549,1.414
0.6902,NaN,NaN,1.066,1.4468
0.6759,1.18,NaN,1.0477,1.4258
0.6878,1.174,1.005,1.0639,1.4534
0.6857,1.172,NaN,1.0672,1.4682
0.6938,1.178,1.006,1.0717,1.4642
0.6885,1.17,NaN,1.0769,1.4958
0.6768,1.163,1.0049,1.0681,1.5178
0.6575,1.16,NaN,1.0384,1.485
0.6559,1.17,NaN,1.0447,1.5171
0.6558,1.173,1.0064,1.046,1.5756
0.6506,1.169,NaN,1.0342,1.5481
0.644,1.171,NaN,1.0153,1.5181
0.6377,1.153,NaN,1.0105,1.5286
0.6498,1.174,1.0068,1.0305,1.5709
0.648,1.184,NaN,1.0374,1.587
0.6492,1.186,1.0073,1.039,1.5644
0.6394,1.179,1.0063,1.0271,1.5649
0.6426,NaN,NaN,1.0193,1.5393
0.6498,1.188,NaN,1.0349,1.5776
0.6675,1.191,1.0093,1.0626,1.605
0.6646,1.187,1.0025,1.07,1.6377
0.6696,1.163,NaN,1.0859,1.6629
0.6569,1.153,NaN,1.0857,1.655
0.6589,1.151,0.9845,1.0833,1.648
0.6558,1.139,0.9752,1.093,1.676
0.6461,1.16,0.9821,1.0866,1.6753
0.6493,1.169,0.9882,1.1066,1.7159
0.6668,1.176,0.9911,1.1392,1.7389
0.6695,1.188,1.0026,1.1408,1.7097
0.6751,1.19,1.0033,1.1534,1.724
0.6705,1.2,NaN,1.1363,1.6622
0.6728,1.201,NaN,1.1558,1.6958
0.6762,NaN,NaN,1.1777,1.7434
0.6673,1.206,1.0151,1.1762,1.7281
0.6736,1.199,NaN,1.1763,1.7267
0.6646,1.205,1.0157,1.1597,1.6941
0.6554,1.203,NaN,1.1521,1.6991
0.632,1.21,1.0205,1.1475,1.7217
0.6137,1.208,NaN,1.1071,1.6466
0.6175,1.207,NaN,1.1144,1.6389
0.6065,1.215,1.0249,1.0996,1.5814
0.6225,1.214,1.0277,1.1111,1.6037
0.6272,1.205,NaN,1.1342,1.6369
0.6269,1.221,1.036,1.1344,1.631
0.6219,1.224,1.0365,1.1285,1.6348
0.6339,1.222,1.0383,1.127,1.6326
0.6279,1.216,1.0381,1.1213,1.6304
0.6104,1.219,1.0394,1.0787,1.5709
0.6192,1.215,NaN,1.0798,1.5583
0.6242,1.22,NaN,1.0801,1.5621
0.6294,1.202,NaN,1.0917,1.6038
0.6237,1.195,NaN,1.0866,1.6006
