1.5433,1.151,1.0189,1.1279
1.5237,1.138,1.0092,1.1229
1.5333,1.147,1.0178,1.1312
1.53,1.152,1.0254,1.123
1.5185,1.167,1.036,1.1224
1.5278,1.167,1.0374,1.121
1.5384,NaN,1.0374,1.125
1.5235,1.176,1.0409,1.1071
1.4932,1.185,NaN,1.102
1.4825,1.175,NaN,1.097
1.4752,1.185,1.0447,1.0846
1.4447,1.166,1.0361,1.061
1.4068,1.17,NaN,1.0287
1.417,1.179,1.0439,1.0439
1.4352,1.182,1.0474,1.0516
1.456,1.189,1.0473,1.0605
1.4722,1.173,NaN,1.066
1.4429,1.17,1.044,1.0471
1.4318,1.169,1.043,1.0483
1.4086,1.174,1.045,1.0378
1.4306,1.194,1.0558,1.0647
1.4297,1.194,1.0566,1.0632
1.4324,1.189,1.0521,1.0623
1.4058,1.179,1.0421,1.0425
1.376,1.186,1.0455,1.0412
1.3784,1.196,1.0496,1.0356
1.3961,1.191,1.0425,1.0385
1.4108,1.202,1.0515,1.0476
1.4236,1.208,1.0543,1.0476
1.4532,1.217,1.0591,1.0593
1.4809,NaN,NaN,1.0707
1.465,1.232,1.0654,1.0682
1.5013,1.229,1.0645,1.0804
1.4736,1.236,1.0704,1.0693
1.4784,1.237,1.0722,1.0714
1.48,1.235,1.0728,1.0695
1.4819,1.238,1.0747,1.0602
1.5195,1.25,1.082,1.0723
1.514,1.254,1.0857,1.0685
1.4874,1.252,1.0842,1.0628
1.5186,1.253,1.0834,1.0748
1.5336,1.253,1.0806,1.0799
1.5297,1.243,1.0733,1.078
1.5507,1.246,1.0764,1.0893
1.5649,1.248,1.0778,1.0959
1.5441,1.248,1.0793,1.0865
1.5292,1.256,1.0881,1.081
1.4812,1.254,1.0891,1.0528
1.4964,1.255,1.0908,1.0626
1.5263,1.256,1.0911,1.07
1.5353,1.254,1.0841,1.077
1.5236,1.263,1.0893,1.0702
1.5543,1.262,1.0875,1.0837
1.5565,1.268,1.0896,1.0916
1.5737,1.269,1.0877,1.1017
1.5817,1.284,1.0947,1.1092
1.5906,1.286,1.0949,1.1171
1.5935,1.295,1.1017,1.1284
1.5815,NaN,NaN,1.1246
1.561,1.292,1.0987,1.1274
1.5795,1.276,1.0908,1.1345
1.5507,1.285,1.0948,1.1189
1.5276,1.278,1.0881,1.1189
1.5226,1.286,1.0903,1.1324
1.5313,1.294,1.0956,1.1495
1.5029,1.289,1.0935,1.1504
1.4778,1.295,1.0989,1.1417
1.4714,1.279,1.0866,1.1331
1.4637,1.298,1.0976,1.1363
1.465,1.296,1.0946,1.1328
1.4897,1.305,1.1,1.1477
1.4489,1.313,1.1025,1.1403
1.4253,1.312,1.103,1.1396
1.4407,1.307,1.098,1.1495
1.4724,1.308,1.0987,1.1714
1.4914,1.305,1.0935,1.1826
1.5036,1.311,1.0943,1.1849
1.5055,1.286,1.0729,1.1967
1.4851,1.282,1.0698,1.1836
1.4894,1.29,1.0771,1.2028
1.5235,1.279,1.0666,1.2087
1.529,1.28,1.0673,1.2167
1.5249,1.275,1.0615,1.2048
1.542,1.283,1.0718,1.212
1.5643,1.289,1.0743,1.2303
1.5628,1.287,1.0726,1.2366
1.5494,1.302,1.0803,1.2372
1.5449,1.309,1.0852,1.2292
1.558,1.315,1.0851,1.2433
1.5974,1.325,1.0941,1.2601
1.6057,1.332,1.1001,1.2639
1.5958,1.333,1.1034,1.264
1.6183,1.336,1.1076,1.2637
1.6331,1.338,1.1053,1.2711
1.6137,1.344,1.1111,1.2613
1.5784,1.345,1.1125,1.2391
1.588,1.346,1.1125,1.2429
1.5703,1.343,1.1105,1.2317
1.5921,1.349,1.1144,1.2447
1.6223,NaN,NaN,1.2669
1.6353,1.354,1.1143,1.2861
1.6487,1.346,1.1139,1.2952
1.668,1.343,1.1117,1.3062
1.6619,1.352,1.1179,1.3113
1.6661,1.339,1.1041,1.3211
1.6778,1.348,1.1065,1.3234
1.6864,1.348,1.1082,1.322
1.6983,1.34,1.1018,1.3365
1.7006,1.327,1.1007,1.3506
1.644,1.339,1.1091,1.305
1.6502,1.341,1.1103,1.3165
1.6626,1.351,1.1165,1.3257
1.6714,1.349,1.1154,1.3368
1.6546,1.337,1.1068,1.3187
1.6732,1.334,1.1002,1.3355
1.6908,1.348,1.1087,1.3527
1.6812,1.32,1.0915,1.3528
1.6842,1.335,1.1011,1.3576
1.6999,1.334,1.0988,1.371
1.7151,1.335,1.0956,1.3819
1.7328,1.331,1.0933,1.4036
1.7373,1.307,1.0702,1.4065
1.7301,1.275,1.058,1.4003
1.7237,1.255,1.0401,1.4004
1.7138,1.255,1.0413,1.3958
1.7208,1.248,1.0331,1.4018
1.7015,1.239,1.0324,1.3789
1.6848,1.256,1.046,1.3661
1.7077,1.273,1.056,1.3852
1.6918,1.304,1.0762,1.3725
1.6779,1.297,1.0689,1.3561
1.6495,1.317,1.0823,1.3363
1.6493,1.326,1.09,1.3417
1.6645,1.326,1.088,1.3515
1.6964,1.344,1.1005,1.3839
1.7049,1.339,1.0986,1.4027
1.7006,1.343,1.1066,1.4029
1.6873,1.361,1.1196,1.4011
1.705,1.366,1.1205,1.4129
1.6902,1.363,1.1176,1.4058
1.686,1.361,1.1236,1.4035
1.7075,1.367,1.1293,1.4117
1.6968,1.366,1.1304,1.3983
1.6884,1.366,1.1299,1.4132
1.6307,1.37,1.1313,1.3712
1.6462,1.373,1.1311,1.3947
1.6115,1.379,1.1314,1.3824
1.6098,1.383,1.1314,1.379
1.6417,1.379,1.1324,1.3926
1.6524,1.389,1.1387,1.3952
1.6763,1.382,1.1365,1.4001
1.6645,1.389,1.1391,1.3971
1.6752,1.391,1.1445,1.4126
1.6782,1.402,1.1483,1.4357
1.714,1.402,1.1466,1.4573
1.7269,1.411,1.1493,1.4644
1.7365,NaN,NaN,1.4749
1.7443,1.417,1.1463,1.4732
1.7248,1.401,1.1388,1.4627
1.7388,1.406,1.1454,1.4822
1.7804,1.41,1.1508,1.4994
1.7988,1.41,1.1501,1.5311
1.7562,1.409,1.1514,1.4979
1.7395,1.395,1.1415,1.5198
1.6726,1.4,1.1405,1.4586
1.7454,1.376,1.121,1.5088
1.7612,1.381,1.1254,1.531
1.7994,1.367,1.1077,1.5415
1.8355,1.352,1.1006,1.5656
1.8269,1.331,1.0917,1.5716
1.8209,1.354,1.1132,1.5574
1.8101,1.39,1.1412,1.5574
1.7705,1.394,1.1466,1.5482
1.6872,1.398,1.1511,1.4872
1.6645,1.394,1.1535,1.4561
1.6888,1.396,1.1536,1.4752
1.699,NaN,NaN,1.5037
1.7061,1.405,1.1562,1.5199
1.6673,1.405,1.1584,1.5045
1.6252,1.395,1.1532,1.4786
1.6373,1.38,1.1406,1.4918
1.6298,1.357,1.1205,1.518
1.711,1.341,1.1105,1.5354
1.6928,1.358,1.1239,1.5377
1.7122,1.384,1.1446,1.5254
1.7239,1.375,1.1346,1.5157
1.7597,1.359,1.1241,1.4943
1.776,1.356,1.1206,1.5144
1.7616,1.35,1.1144,1.5074
1.7596,1.332,1.1037,1.5266
1.8175,1.349,1.1183,1.5466
1.8069,NaN,NaN,1.4808
1.8838,1.359,1.121,1.534
1.9074,1.367,1.1272,1.573
1.9303,1.392,1.1439,1.5952
1.8795,1.396,1.1393,1.5799
1.9252,1.396,1.143,1.6154
1.9294,1.36,1.1277,1.6202
1.9159,1.349,1.1107,1.6114
1.8937,1.362,1.1226,1.6005
1.8602,1.353,1.1084,1.5812
1.878,1.366,1.1231,1.5746
1.9342,1.379,1.1389,1.602
1.9399,1.377,1.1334,1.5952
1.9571,1.39,1.1462,1.5869
1.9102,1.379,1.1409,1.5534
1.8862,1.376,1.1367,1.545
1.9281,1.396,1.1485,1.5661
1.9553,1.402,1.1492,1.5832
1.9726,1.419,1.1608,1.5943
2.0122,1.429,1.1648,1.6189
2.09,NaN,1.1648,1.6469
2.0884,1.431,1.1674,1.6584
2.07,1.45,1.1761,1.6569
2.0744,1.456,1.1745,1.6745
2.1261,1.452,1.1727,1.6882
2.1898,1.467,1.1805,1.722
2.1622,1.459,1.1757,1.7161
2.2147,1.454,1.1703,1.7417
2.2199,1.457,1.1718,1.7413
2.1511,1.439,1.1555,1.7201
2.1975,1.444,1.1606,1.7422
2.2531,1.417,1.1414,1.7601
2.2425,1.412,1.1398,1.7563
2.2234,1.422,1.1548,1.7555
2.2787,1.414,1.1472,1.775
2.3588,1.432,1.1631,1.8272
2.3527,1.433,1.1587,1.8555
2.4014,1.448,1.1722,1.8863
2.4026,1.447,1.1646,1.9016
2.4351,1.459,1.1757,1.9209
2.5218,1.453,1.1727,1.9674
2.5917,1.447,1.1647,1.9755
2.6206,1.413,1.1481,1.9976
2.5172,1.407,1.1447,1.9835
2.5518,1.414,1.148,2.0063
2.5139,1.431,1.1621,2.0313
2.5621,1.416,1.1524,2.0334
2.6368,1.409,1.1483,2.0819
2.711,1.41,1.1516,2.1198
2.7448,NaN,NaN,2.153
2.7936,1.416,1.1549,2.2047
2.7202,1.427,1.1594,2.189
2.732,1.436,1.1644,2.1716
2.7924,1.442,1.171,2.2293
2.8195,1.439,1.1665,2.277
2.8,1.435,1.1687,2.2762
2.6775,1.443,1.1733,2.1874
2.7266,1.438,1.1721,2.2182
2.7075,1.414,1.1581,2.2379
2.6693,1.436,1.1683,2.1987
2.8211,1.442,1.168,2.278
2.8983,1.45,1.174,2.3375
2.9777,1.457,1.1768,2.3628
3.0103,1.476,1.1786,2.367
3.0258,1.471,1.1732,2.3937
2.966,1.467,1.1764,2.3261
3.087,1.457,1.1711,2.3732
3.1521,1.431,1.1588,2.3872
3.1356,1.455,1.1757,2.3967
3.0652,1.432,1.1622,2.3106
3.131,1.422,1.1569,2.2784
3.085,1.429,1.1607,2.2284
3.2699,1.448,1.1768,2.312
3.4599,1.441,1.1706,2.4122
3.5717,1.436,1.1677,2.4647
3.508,1.437,1.167,2.4868
3.4521,1.458,1.1791,2.4839
3.4564,1.458,1.1799,2.4645
3.6009,1.465,1.1833,2.5096
3.6493,1.462,1.1832,2.5719
3.7394,1.463,1.1827,2.6148
3.8721,1.471,1.1858,2.7114
3.8555,1.47,1.183,2.7562
3.7993,NaN,NaN,2.8296
3.959,1.453,1.1726,2.9236
3.9679,1.477,1.1839,2.9583
3.7515,1.472,1.1827,2.7807
3.8695,1.463,1.1751,2.8092
4.0611,1.466,1.1778,2.956
4.2615,1.461,1.1769,3.0693
4.3485,1.464,1.1792,3.0958
4.3009,1.455,1.1692,3.0948
4.2356,1.453,1.1677,3.1456
4.0335,1.441,1.1613,3.1136
4.0368,1.44,1.1613,3.1088
4.1777,1.458,1.1752,3.1667
4.2056,1.458,1.1773,3.2103
4.2437,1.448,1.1693,3.263
4.0149,1.442,1.1639,3.2017
3.8944,1.448,1.1703,3.0742
4.0618,1.453,1.1725,3.1375
3.8029,1.471,1.1836,3.0347
3.5927,1.465,1.1768,2.8259
3.6785,1.476,1.185,2.8406
3.6689,1.468,1.1771,2.9027
3.4712,1.465,1.1737,2.7997
3.1553,1.456,1.1732,2.5626
2.9006,1.424,1.1492,2.3899
3.0843,1.428,1.1517,2.5073
2.9706,1.439,1.1601,2.3679
2.846,1.441,1.16,2.2066
2.7955,NaN,NaN,2.0718
2.6701,1.436,1.1558,2.0423
2.5055,1.439,1.1625,1.9067
2.5198,1.414,1.1437,1.8608
2.6061,1.414,1.1457,1.9448
2.7259,1.435,1.1599,2.0432
2.8995,1.458,1.1762,2.1705
2.9473,1.468,1.1819,2.215
2.7956,1.47,1.182,2.0878
2.8436,1.49,1.1916,2.1378
3.0235,1.511,1.1932,2.2557
3.0978,1.517,1.1945,2.2904
3.133,1.514,1.1895,2.3207
3.1458,1.497,1.1861,2.3501
3.226,1.493,1.1795,2.4223
3.1433,1.478,1.1668,2.3852
2.8962,1.466,1.1599,2.2057
2.7806,1.479,1.1738,2.1632
2.9127,1.485,1.1825,2.2679
2.7638,1.492,1.1829,2.2057
2.7445,1.489,1.1803,2.1863
2.5858,1.486,1.1768,2.1331
2.7573,1.483,1.1742,2.2483
2.7077,1.494,1.1785,2.2194
2.6865,1.473,1.1696,2.2063
2.7997,1.47,1.1661,2.2696
2.949,1.487,1.1807,2.3787
2.9391,1.495,1.1906,2.3895
2.8511,1.521,1.2107,2.362
2.925,1.534,1.2224,2.4186
2.9106,1.537,1.2265,2.4448
2.9014,1.548,1.2328,2.4999
2.7145,1.541,1.2297,2.3131
2.7905,1.53,1.2194,2.3653
2.7201,1.487,1.1925,2.2852
2.5293,1.426,1.1543,2.1629
2.3131,1.374,1.1081,1.989
2.1291,1.37,1.0963,1.8384
2.0139,1.438,1.1399,1.7691
2.0917,1.473,1.1682,1.8316
2.2292,1.473,1.1672,1.9428
2.1339,1.453,1.1558,1.8672
2.0135,1.405,1.1196,1.748
1.9749,1.44,1.1377,1.7345
2.0182,NaN,NaN,1.7462
2.1389,1.456,1.1499,1.8168
2.218,1.439,1.134,1.8683
2.1797,1.456,1.1423,1.8379
2.2043,1.464,1.1468,1.854
2.0232,1.459,1.1419,1.7289
1.8951,1.475,1.1557,1.6331
2.0467,1.484,1.1665,1.7429
2.0543,1.484,1.1627,1.7107
2.1156,1.462,1.1431,1.7327
2.2313,1.467,1.1494,1.7948
2.2346,1.448,1.136,1.8084
2.2368,1.449,1.1345,1.7879
2.2724,1.445,1.131,1.8139
2.174,1.433,1.1304,1.7546
2.2917,1.391,1.1008,1.7866
2.2644,1.383,1.101,1.7533
2.2436,1.414,1.1211,1.7591
2.3656,1.468,1.1737,1.8304
2.3953,1.475,1.1744,1.8583
2.5088,1.477,1.1742,1.9306
2.5374,1.463,1.163,1.9553
2.4947,1.465,1.1607,1.9337
2.6082,1.488,1.178,1.9933
2.6589,1.496,1.1839,2.0274
2.641,1.505,1.1858,2.0275
2.7298,1.5,1.1856,2.0614
2.539,1.488,1.1762,1.9338
2.6684,1.517,1.1964,2.008
2.7553,1.558,1.2112,2.0583
2.7444,1.559,1.2079,2.0738
2.7878,1.561,1.2038,2.0876
2.7007,1.574,1.2189,2.0362
2.7026,1.573,1.2195,2.0541
2.6953,1.564,1.2117,2.0476
2.6431,1.573,1.2194,2.0058
2.6407,1.581,1.2257,2.0017
2.8136,1.582,1.2223,2.1023
2.7916,1.579,1.2218,2.1044
2.8987,1.582,1.223,2.1533
2.9662,1.567,1.2133,2.1811
2.992,1.564,1.2159,2.1895
3.0569,1.563,1.2121,2.2212
3.0323,1.548,1.1955,2.2203
2.9461,1.521,1.1826,2.1876
3.0365,1.544,1.202,2.2309
2.9483,1.544,1.2006,2.2105
2.8868,1.574,1.2209,2.1744
3.0021,1.574,1.2195,2.2298
3.0327,1.584,1.2241,2.2551
3.0006,1.582,1.2241,2.237
3.0489,1.581,1.226,2.2526
3.1354,1.582,1.2257,2.2882
3.0656,NaN,NaN,2.2739
2.8665,1.586,1.2273,2.1298
2.8896,1.582,1.2224,2.1392
2.8696,1.6,1.2357,2.1494
2.8226,1.589,1.2223,2.1387
2.9223,1.563,1.2052,2.186
2.9031,1.596,1.2273,2.1695
2.9516,1.592,1.2213,2.1945
2.9019,1.595,1.215,2.1375
2.8757,1.572,1.2067,2.1292
2.9033,1.581,1.2113,2.123
2.8768,1.549,1.1902,2.1067
2.9169,1.563,1.1982,2.1501
2.9552,1.574,1.2122,2.1669
2.9729,1.598,1.231,2.1759
3.0486,1.579,1.2149,2.2297
3.0421,1.552,1.1944,2.2247
3.041,1.566,1.2028,2.2503
3.0498,1.576,1.2135,2.27
2.9903,1.588,1.2281,2.2459
3.0028,1.587,1.2266,2.24
3.0004,NaN,NaN,2.2514
2.9363,1.586,1.2237,2.1971
2.9511,1.613,1.239,2.2178
2.9825,1.6,1.2307,2.2369
2.9152,1.581,1.2199,2.2013
2.6863,1.551,1.2033,2.0185
2.6103,1.549,1.2081,1.9906
2.6635,1.539,1.1952,2.0415
2.4457,1.499,1.1725,1.8681
2.4384,1.487,1.1596,1.8986
2.292,1.491,1.1603,1.7709
2.3342,1.508,1.1692,1.7732
2.2432,1.457,1.1406,1.7118
2.366,1.486,1.1594,1.7697
2.2998,1.444,1.1349,1.7029
2.3669,NaN,NaN,1.7278
2.439,1.443,1.1345,1.7908
2.3986,1.439,1.1212,1.7737
2.2989,1.441,1.127,1.7031
2.3392,1.482,1.1495,1.731
2.3493,1.459,1.1312,1.7492
2.1697,1.473,1.1469,1.62
2.1734,1.434,1.1343,1.5984
2.074,1.454,1.1404,1.5298
2.1699,1.487,1.1683,1.5869
2.1683,1.49,1.1681,1.5665
2.2605,1.456,1.146,1.621
2.2764,1.45,1.152,1.6278
2.317,1.447,1.152,1.6603
2.2829,1.394,1.1293,1.6437
2.3056,NaN,NaN,1.6447
2.4036,1.419,1.1361,1.7126
2.4189,1.455,1.1568,1.7325
2.3906,1.436,1.15,1.7284
2.4136,1.441,1.1506,1.7349
2.4529,1.464,1.1666,1.7709
2.4212,1.442,1.1541,1.7612
2.4045,1.456,1.1599,1.7729
2.2145,1.471,1.1735,1.6322
2.1888,1.469,1.1716,1.6389
2.0391,1.46,1.1642,1.5525
2.1007,1.505,1.1908,1.5884
2.1937,1.508,1.1975,1.6697
2.1818,1.503,1.2003,1.6767
2.0701,1.501,1.202,1.6315
2.1215,1.488,1.1999,1.6695
2.1758,1.473,1.1854,1.6729
2.141,1.485,1.1926,1.6301
2.1035,1.483,1.1932,1.6041
2.1023,1.504,1.2088,1.6018
2.1996,1.506,1.2074,1.6556
2.1699,1.509,1.2082,1.6418
2.1472,1.524,1.2167,1.6197
2.2693,1.518,1.2208,1.6731
2.3703,1.514,1.2199,1.7323
2.425,1.524,1.2248,1.7758
2.4189,1.531,1.2266,1.7688
2.4606,1.518,1.2181,1.7814
2.4158,1.524,1.2215,1.7523
2.4119,NaN,NaN,1.7691
2.3934,1.523,1.2235,1.7577
2.341,1.543,1.2312,1.7239
2.449,1.546,1.2326,1.7867
2.4399,1.538,1.2257,1.7922
2.4061,1.554,1.233,1.783
2.4887,1.535,1.2182,1.8304
2.5078,1.562,1.233,1.841
2.4548,1.537,1.2173,1.8139
2.4347,1.538,1.2211,1.7961
2.4929,1.53,1.2161,1.8359
2.4719,1.542,1.2272,1.8209
2.5049,1.562,1.2392,1.8481
2.5383,1.569,1.2452,1.8646
2.5221,1.565,1.2443,1.8591
2.4742,1.57,1.2499,1.8289
2.4818,1.559,1.2521,1.8361
2.3419,1.557,1.2508,1.7525
2.3037,1.562,1.2485,1.7385
2.3331,1.541,1.2504,1.7496
2.3222,1.546,1.2523,1.7404
2.3538,1.533,1.2501,1.7602
2.3439,1.52,1.2513,1.7519
2.3534,1.505,1.2421,1.7441
2.3354,1.489,1.2288,1.7432
2.4215,1.488,1.2271,1.796
2.4147,1.487,1.2271,1.7972
2.429,1.491,1.2304,1.8071
2.3254,1.499,1.2358,1.7378
2.2425,1.501,1.2348,1.6739
2.2431,1.525,1.2525,1.6726
2.222,1.509,1.2407,1.6685
2.2213,1.497,1.2358,1.6692
2.211,1.498,1.2308,1.6657
2.2471,1.519,1.2446,1.6944
2.2731,1.497,1.2306,1.6891
2.2064,1.503,1.2312,1.6423
2.2251,1.502,1.2326,1.6532
2.2562,1.518,1.2397,1.6728
2.2928,1.514,1.236,1.6953
2.2681,1.545,1.253,1.6762
2.259,1.562,1.2659,1.6683
2.2798,1.562,1.2632,1.6766
2.2623,1.57,1.2675,1.6761
2.2499,NaN,NaN,1.6684
2.3615,1.58,1.2718,1.7379
2.3723,1.581,1.2754,1.7458
2.3942,1.58,1.2752,1.7572
2.4147,1.575,1.2735,1.7639
2.4107,1.572,1.2739,1.7688
2.4083,1.572,1.2778,1.7674
2.3974,1.574,1.2817,1.7628
2.2572,1.545,1.2617,1.6831
2.2632,1.545,1.2592,1.6863
2.3389,1.545,1.2609,1.7425
2.3097,1.544,1.26,1.736
2.3326,1.528,1.2568,1.7461
2.329,1.535,1.2624,1.7528
2.301,1.538,1.2647,1.733
2.3588,1.541,1.2678,1.7597
2.3511,1.557,1.2795,1.7512
2.3403,1.496,1.2355,1.7292
2.4104,1.479,1.2239,1.7707
2.437,1.514,1.2489,1.7895
2.4296,1.535,1.2665,1.7937
2.4457,1.554,1.2832,1.7949
2.4278,1.565,1.2894,1.7917
2.4681,NaN,NaN,1.8272
2.4651,1.557,1.2824,1.8381
2.4605,1.575,1.2945,1.8462
2.4522,1.58,1.2928,1.8533
2.4579,1.605,1.3129,1.8484
2.4361,1.614,1.3171,1.8521
2.4668,1.624,1.3284,1.8759
2.5073,1.619,1.3275,1.8911
2.5158,1.629,1.3335,1.8939
2.4844,1.625,1.3314,1.8901
2.4699,1.639,1.3376,1.8808
2.4952,1.634,1.3359,1.8855
2.4895,1.652,1.3412,1.8815
2.4859,1.647,1.3348,1.8888
2.4697,1.648,1.3368,1.874
2.4652,1.653,1.3364,1.879
2.5012,1.653,1.3352,1.904
2.3685,1.661,1.3315,1.8259
2.3517,1.666,1.3322,1.8295
2.3331,1.667,1.3327,1.8177
2.308,1.67,1.3261,1.79
2.3233,1.661,1.3212,1.8073
2.3179,1.66,1.3205,1.816
2.341,1.67,1.326,1.8277
2.3187,1.686,1.3366,1.818
2.3418,1.689,1.3395,1.8441
2.3677,1.691,1.3396,1.8592
2.3487,1.686,1.3349,1.8526
2.3124,1.686,1.3358,1.8259
2.3345,1.694,1.3405,1.8468
2.4093,1.698,1.342,1.8892
2.4179,1.685,1.3324,1.897
2.4254,1.682,1.3302,1.9026
2.4183,1.689,1.3374,1.903
2.4215,1.686,1.3343,1.906
2.3812,1.698,1.3422,1.8829
2.3886,1.699,1.3435,1.8848
2.408,1.683,1.3333,1.8869
2.3955,1.685,1.3351,1.8714
2.4053,1.685,1.3307,1.8797
2.4089,1.697,1.3449,1.8846
2.4115,1.691,1.3415,1.8843
2.4073,1.691,1.3404,1.8868
2.396,1.692,1.3378,1.8717
2.3848,1.696,1.3423,1.8644
2.3974,NaN,NaN,1.8746
2.4407,1.706,1.3444,1.9046
2.429,1.704,1.3421,1.905
2.4412,1.695,1.3406,1.9118
2.4193,1.654,1.3091,1.8988
2.3569,1.688,1.3328,1.8461
2.3572,1.669,1.3099,1.8542
2.3558,1.681,1.3122,1.8423
2.378,1.696,1.3186,1.8614
2.3705,1.694,1.3151,1.8607
2.3745,1.715,1.3321,1.8616
2.3812,1.722,1.336,1.874
2.3683,1.715,1.3314,1.8698
2.3318,1.702,1.3214,1.8327
2.3512,1.717,1.328,1.8453
2.3498,1.72,1.3359,1.8441
2.3569,1.708,1.324,1.8498
2.3613,1.723,1.3359,1.8582
2.4243,1.735,1.3379,1.8929
2.4268,1.712,1.3231,1.9039
2.4253,1.715,1.3276,1.9028
2.4243,1.71,1.3242,1.9036
2.4092,1.708,1.3218,1.8992
2.3805,1.709,1.322,1.8827
2.4131,1.722,1.3285,1.9108
2.3987,1.721,1.3317,1.9067
2.4079,1.72,1.3297,1.9077
2.3947,1.733,1.3343,1.9009
2.4159,1.757,1.3431,1.92
2.4151,1.751,1.339,1.9268
2.3982,1.739,1.3359,1.9171
2.396,1.731,1.3324,1.9133
2.3776,1.723,1.3308,1.8955
2.3713,1.716,1.3262,1.8943
2.3892,1.707,1.3189,1.9106
2.3566,1.688,1.3073,1.8952
2.3639,1.671,1.3006,1.9036
2.3553,1.665,1.2989,1.8974
2.3394,1.71,1.3317,1.899
2.3612,1.723,1.339,1.9091
2.3325,1.731,1.3542,1.8946
2.354,1.705,1.3581,1.9191
2.358,1.711,1.3606,1.9331
2.3738,1.697,1.3639,1.942
2.3929,1.726,1.3785,1.9495
2.3963,NaN,NaN,1.9509
