1.5235,1.448,1.1703,3.0742,3.8944,2.1233
1.5375,1.453,1.1725,3.1375,4.0618,2.1541
1.4907,1.471,1.1836,3.0347,3.8029,2.0691
1.4035,1.465,1.1768,2.8259,3.5927,1.95
1.4558,1.476,1.185,2.8406,3.6785,2.0121
1.4846,1.468,1.1771,2.9027,3.6689,2.0511
1.4496,1.465,1.1737,2.7997,3.4712,1.9796
1.3432,1.456,1.1732,2.5626,3.1553,1.8273
1.3062,1.424,1.1492,2.3899,2.9006,1.7662
1.3905,1.428,1.1517,2.5073,3.0843,1.8836
1.323,1.439,1.1601,2.3679,2.9706,1.794
1.2738,1.441,1.16,2.2066,2.846,1.7336
1.1916,NaN,NaN,2.0718,2.7955,1.647
1.2189,1.436,1.1558,2.0423,2.6701,1.6922
1.1678,1.439,1.1625,1.9067,2.5055,1.6624
1.0823,1.414,1.1437,1.8608,2.5198,1.5514
1.1705,1.414,1.1457,1.9448,2.6061,1.6523
1.2519,1.435,1.1599,2.0432,2.7259,1.7439
1.2992,1.458,1.1762,2.1705,2.8995,1.7872
1.2516,1.468,1.1819,2.215,2.9473,1.7438
1.1895,1.47,1.182,2.0878,2.7956,1.6804
1.2063,1.49,1.1916,2.1378,2.8436,1.6974
1.2578,1.511,1.1932,2.2557,3.0235,1.7667
1.2525,1.517,1.1945,2.2904,3.0978,1.7658
1.2495,1.514,1.1895,2.3207,3.133,1.7682
1.2464,1.497,1.1861,2.3501,3.1458,1.7647
1.2744,1.493,1.1795,2.4223,3.226,1.809
1.253,1.478,1.1668,2.3852,3.1433,1.7759
1.1416,1.466,1.1599,2.2057,2.8962,1.6274
1.1612,1.479,1.1738,2.1632,2.7806,1.6228
1.1886,1.485,1.1825,2.2679,2.9127,1.6714
1.1453,1.492,1.1829,2.2057,2.7638,1.6242
1.164,1.489,1.1803,2.1863,2.7445,1.6246
1.193,1.486,1.1768,2.1331,2.5858,1.6286
1.2186,1.483,1.1742,2.2483,2.7573,1.6816
1.197,1.494,1.1785,2.2194,2.7077,1.6481
1.1849,1.473,1.1696,2.2063,2.6865,1.6338
1.2043,1.47,1.1661,2.2696,2.7997,1.6658
1.2484,1.487,1.1807,2.3787,2.949,1.7413
1.253,1.495,1.1906,2.3895,2.9391,1.7333
1.2327,1.521,1.2107,2.362,2.8511,1.7127
1.2532,1.534,1.2224,2.4186,2.925,1.7362
1.2543,1.537,1.2265,2.4448,2.9106,1.7358
1.2545,1.548,1.2328,2.4999,2.9014,1.736
1.1736,1.541,1.2297,2.3131,2.7145,1.63
1.1947,1.53,1.2194,2.3653,2.7905,1.6554
1.1587,1.487,1.1925,2.2852,2.7201,1.6045
1.1015,1.426,1.1543,2.1629,2.5293,1.5336
1.0124,1.374,1.1081,1.989,2.3131,1.3994
0.9511,1.37,1.0963,1.8384,2.1291,1.2981
0.9512,1.438,1.1399,1.7691,2.0139,1.2917
0.9913,1.473,1.1682,1.8316,2.0917,1.3665
1.0312,1.473,1.1672,1.9428,2.2292,1.4256
1.0293,1.453,1.1558,1.8672,2.1339,1.4324
1.0298,1.405,1.1196,1.748,2.0135,1.4291
1.0315,1.44,1.1377,1.7345,1.9749,1.4311
0.9989,NaN,NaN,1.7462,2.0182,1.3902
1.0192,1.456,1.1499,1.8168,2.1389,1.4281
1.0378,1.439,1.134,1.8683,2.218,1.4556
1.0178,1.456,1.1423,1.8379,2.1797,1.4386
1.0175,1.464,1.1468,1.854,2.2043,1.4348
0.9695,1.459,1.1419,1.7289,2.0232,1.4026
0.9325,1.475,1.1557,1.6331,1.8951,1.3532
0.9807,1.484,1.1665,1.7429,2.0467,1.4191
0.9555,1.484,1.1627,1.7107,2.0543,1.3919
0.9599,1.462,1.1431,1.7327,2.1156,1.397
0.9744,1.467,1.1494,1.7948,2.2313,1.4215
0.9837,1.448,1.136,1.8084,2.2346,1.4349
0.9676,1.449,1.1345,1.7879,2.2368,1.4033
0.9711,1.445,1.131,1.8139,2.2724,1.412
0.9452,1.433,1.1304,1.7546,2.174,1.3891
0.9498,1.391,1.1008,1.7866,2.2917,1.3945
0.9323,1.383,1.101,1.7533,2.2644,1.3673
0.9395,1.414,1.1211,1.7591,2.2436,1.3785
0.974,1.468,1.1737,1.8304,2.3656,1.4186
0.984,1.475,1.1744,1.8583,2.3953,1.4378
1.0198,1.477,1.1742,1.9306,2.5088,1.4842
1.0174,1.463,1.163,1.9553,2.5374,1.4827
1.0015,1.465,1.1607,1.9337,2.4947,1.4666
1.0248,1.488,1.178,1.9933,2.6082,1.501
1.036,1.496,1.1839,2.0274,2.6589,1.5193
1.0425,1.505,1.1858,2.0275,2.641,1.5179
1.0504,1.5,1.1856,2.0614,2.7298,1.5362
1.0109,1.488,1.1762,1.9338,2.539,1.4926
1.0291,1.517,1.1964,2.008,2.6684,1.5152
1.0527,1.558,1.2112,2.0583,2.7553,1.5352
1.0574,1.559,1.2079,2.0738,2.7444,1.5425
1.0496,1.561,1.2038,2.0876,2.7878,1.5445
1.0343,1.574,1.2189,2.0362,2.7007,1.5161
1.0426,1.573,1.2195,2.0541,2.7026,1.52
1.0427,1.564,1.2117,2.0476,2.6953,1.5207
1.0243,1.573,1.2194,2.0058,2.6431,1.4963
1.0234,1.581,1.2257,2.0017,2.6407,1.4918
1.0776,1.582,1.2223,2.1023,2.8136,1.5618
1.1029,1.579,1.2218,2.1044,2.7916,1.5942
1.1303,1.582,1.223,2.1533,2.8987,1.6321
1.1418,1.567,1.2133,2.1811,2.9662,1.6519
1.1355,1.564,1.2159,2.1895,2.992,1.6486
1.1369,1.563,1.2121,2.2212,3.0569,1.6492
1.124,1.548,1.1955,2.2203,3.0323,1.6334
1.1135,1.521,1.1826,2.1876,2.9461,1.6136
1.1184,1.544,1.202,2.2309,3.0365,1.6208
1.1208,1.544,1.2006,2.2105,2.9483,1.6182
1.1156,1.574,1.2209,2.1744,2.8868,1.6008
1.1276,1.574,1.2195,2.2298,3.0021,1.6259
1.1262,1.584,1.2241,2.2551,3.0327,1.6249
1.1149,1.582,1.2241,2.237,3.0006,1.6159
1.1208,1.581,1.226,2.2526,3.0489,1.6166
1.1252,1.582,1.2257,2.2882,3.1354,1.6287
1.1234,NaN,NaN,2.2739,3.0656,1.6199
1.0581,1.586,1.2273,2.1298,2.8665,1.5347
1.0652,1.582,1.2224,2.1392,2.8896,1.5388
