159901,0.469905,0.484450,-0.440809,347 
159905,0.702974,0.853299,-0.415413,347 
159915,0.606044,0.837583,-0.564195,354 
510050,0.457611,0.440220,-0.402876,351 
510130,0.557880,0.628331,-0.520847,347 
510160,0.602141,0.710858,-0.526940,351 
510180,0.515272,0.520299,-0.447045,351 
510310,0.533428,0.564181,-0.460140,351 
510330,0.553115,0.585799,-0.445762,351 
510500,0.729562,0.988677,-0.531168,347 
510880,0.568847,0.585308,-0.435722,347 
513100,0.919239,0.657227,-0.135772,123 
513500,0.712738,0.363900,-0.110724,66 
