510070,0.593830,0.537057,-0.493228,352 
510660,0.514104,0.465542,-0.427198,352 
510290,0.720154,0.847603,-0.538965,352 
513500,0.766821,0.389656,-0.110724,66 
159923,0.666868,0.634686,-0.434851,356 
159905,0.838420,0.919599,-0.415413,352 
510160,0.764953,0.848847,-0.526940,356 
159907,0.578453,0.587366,-0.524233,352 
510230,0.742334,0.800468,-0.433431,356 
159922,0.716015,0.798483,-0.540757,352 
510330,0.693282,0.667854,-0.445762,356 
510060,0.691923,0.695674,-0.500745,356 
510510,0.696929,0.760219,-0.554189,352 
510880,0.749867,0.707950,-0.435722,352 
510310,0.671826,0.648325,-0.460140,356 
513100,0.824277,0.496622,-0.135772,123 
159901,0.591915,0.557285,-0.440809,352 
159919,0.676638,0.657087,-0.459010,356 
510180,0.654414,0.598502,-0.447045,356 
510500,0.762328,0.885194,-0.531168,352 
159915,0.499362,0.506175,-0.564195,359 
510300,0.658611,0.615938,-0.445546,356 
510050,0.632442,0.555015,-0.402876,356 
511010,1.348223,0.175258,-0.015224,61 
