159901,0.591915,0.557285,-0.440809,352 
159902,0.466175,0.419024,-0.485764,352 
159903,0.506372,0.469697,-0.480661,352 
159905,0.838420,0.919599,-0.415413,352 
159906,0.433057,0.369295,-0.465496,352 
159907,0.578453,0.587366,-0.524233,352 
159908,0.878434,0.932773,-0.408420,352 
159909,0.430227,0.386384,-0.548442,359 
159910,0.902266,0.979414,-0.402789,352 
159911,0.428041,0.377470,-0.509318,352 
159912,0.577323,0.558965,-0.486672,352 
159913,0.714049,0.726231,-0.438555,352 
159915,0.499362,0.506175,-0.564195,359 
159916,0.893085,0.974097,-0.387973,352 
159917,1.327079,0.779048,-0.332948,136 
159918,0.622310,0.664606,-0.559975,352 
159919,0.676638,0.657087,-0.459010,356 
159920,0.305790,0.211458,-0.283634,384 
159921,0.478054,0.428447,-0.493156,352 
159922,0.716015,0.798483,-0.540757,352 
159923,0.666868,0.634686,-0.434851,356 
159924,0.643153,0.634724,-0.497041,352 
159925,0.670646,0.650711,-0.464988,356 
159926,1.043883,0.154959,-0.016917,142 
159927,0.616443,0.578444,-0.469465,356 
159928,0.590614,0.548068,-0.428121,352 
159929,0.481224,0.429312,-0.458741,352 
159930,0.112983,0.039308,-0.554711,355 
159931,0.793071,0.865290,-0.428219,356 
159932,0.657654,0.703125,-0.521515,352 
159933,0.808290,0.893434,-0.424297,356 
159934,0.125743,0.109939,-0.204869,550 
159935,0.689721,0.753281,-0.532790,352 
159936,0.704472,0.618000,-0.519450,352 
159937,0.127287,0.071000,-0.164649,261 
159938,0.551988,0.351600,-0.475033,352 
159939,0.398101,0.208300,-0.579263,359 
159940,-0.291308,-0.166400,-0.432567,356 
159941,0.373211,0.116800,-0.143844,133 
159942,-0.780316,-0.405000,-0.496109,348 
159943,-0.424762,-0.243000,-0.380857,343 
159944,-0.045089,-0.101900,-0.385913,339 
159945,-0.445262,-0.260800,-0.449327,339 
159946,0.071493,0.005200,-0.302065,324 
159948,0.730452,0.080500,-0.083938,86 
159949,-1.289386,-0.074100,-0.101270,82 
510010,0.674365,0.666667,-0.480565,356 
510020,0.655546,0.629992,-0.452122,355 
510030,0.837333,0.869624,-0.395274,356 
510050,0.632442,0.555015,-0.402876,356 
510060,0.691923,0.695674,-0.500745,356 
510070,0.593830,0.537057,-0.493228,352 
510090,0.738748,0.746204,-0.431319,356 
510110,0.654582,0.646753,-0.427042,356 
510120,0.576575,0.549795,-0.540327,356 
510130,0.625808,0.623653,-0.520847,352 
510150,0.542171,0.490219,-0.464416,352 
510160,0.764953,0.848847,-0.526940,356 
510170,0.426490,0.380723,-0.553479,352 
510180,0.654414,0.598502,-0.447045,356 
510190,0.685880,0.670619,-0.486836,352 
510210,0.695454,0.663978,-0.471857,352 
510220,0.635734,0.666174,-0.536511,352 
510230,0.742334,0.800468,-0.433431,356 
510260,0.530887,0.513123,-0.559529,352 
510270,0.668833,0.650685,-0.476857,356 
510280,0.655066,0.625571,-0.423256,356 
510290,0.720154,0.847603,-0.538965,352 
510300,0.658611,0.615938,-0.445546,356 
510310,0.671826,0.648325,-0.460140,356 
510330,0.693282,0.667854,-0.445762,356 
510360,0.224312,0.067000,-0.256712,223 
510410,0.376657,0.316989,-0.561624,355 
510420,0.645088,0.642780,-0.516000,352 
510430,0.602363,0.569663,-0.495032,356 
510440,0.650196,0.704485,-0.539501,352 
510450,0.568740,0.477513,-0.516248,250 
510500,0.762328,0.885194,-0.531168,352 
510510,0.696929,0.760219,-0.554189,352 
510520,0.705618,0.734400,-0.507073,352 
510560,-0.635669,-0.360689,-0.528642,344 
510580,0.219042,0.061500,-0.278408,242 
510610,0.171612,0.056092,-0.516919,195 
510620,0.393583,0.253918,-0.566730,192 
510630,0.603231,0.564511,-0.441351,352 
510650,0.715518,0.751724,-0.430117,356 
510660,0.514104,0.465542,-0.427198,352 
510680,0.895022,1.045032,-0.520603,352 
510700,0.971986,0.619101,-0.429026,108 
510710,-0.634178,-0.265100,-0.415495,353 
510810,1.068999,0.034800,-0.058547,59 
510880,0.749867,0.707950,-0.435722,352 
510900,0.201546,0.143148,-0.417289,357 
511010,1.348223,0.175258,-0.015224,61 
511210,2.420923,0.188084,-0.015838,47 
511220,1.679628,0.121000,-0.031000,88 
512000,2.599357,0.088700,-0.033383,14 
512010,0.464747,0.400971,-0.364043,352 
512070,0.763868,0.830900,-0.538180,388 
512110,0.716008,0.679654,-0.452501,312 
512120,0.448218,0.385930,-0.427907,352 
512210,0.572094,0.413700,-0.412868,352 
512220,0.580584,0.482400,-0.546002,352 
512230,0.475208,0.331400,-0.471975,352 
512300,0.453591,0.276400,-0.535832,352 
512310,-0.428121,-0.286700,-0.589803,352 
512330,-0.115521,-0.122000,-0.367138,242 
512340,-0.174331,-0.150800,-0.518552,352 
512500,-0.464909,-0.295700,-0.542571,352 
512510,-0.527545,-0.327000,-0.540056,352 
512600,0.678311,0.529088,-0.426600,352 
512610,0.595736,0.460470,-0.455280,352 
512640,0.835175,0.753791,-0.423892,356 
512660,0.109174,0.010100,-0.076782,62 
512680,0.001400,0.003500,-0.029784,21 
512810,-1.013403,-0.029991,-0.071229,63 
512880,2.217950,0.135200,-0.090694,56 
512990,0.131436,0.029500,-0.480912,352 
513030,-0.198918,-0.084000,-0.244529,369 
513100,0.824277,0.496622,-0.135772,123 
513500,0.766821,0.389656,-0.110724,66 
513600,0.159154,0.074700,-0.289869,371 
513660,0.141705,0.066100,-0.301775,361 
518880,0.140578,0.116395,-0.203686,550 
